ProviderId,DataYear,FiscalYear,AHRQ_PSI_90_Score,CLABSI_Score,CAUTI_Score,SSI_Score
490144,2016,2016,N/A,N/A,N/A,N/A
500001,2014,2015,5,10,10,NULL
500001,2015,2016,2,10,10,5
500001,2016,2016,2.0000,10,10,5
500002,2014,2015,4,8,10,NULL
500002,2015,2016,9,1,9,8
500002,2016,2016,9.0000,1,9,8
500003,2014,2015,9,6,5,NULL
500003,2015,2016,10,5,2,8
500003,2016,2016,10.0000,5,2,8
500005,2014,2015,8,5,6,NULL
500005,2015,2016,2,3,4,7
500005,2016,2016,2.0000,3,4,7
500007,2014,2015,3,Not Available,6,NULL
500007,2015,2016,7,Not Available,5,1
500007,2016,2016,7.0000,N/A,5,1
500008,2014,2015,3,4,5,NULL
500008,2015,2016,2,4,4,3
500008,2016,2016,2.0000,4,4,3
500011,2014,2015,4,8,1,NULL
500011,2015,2016,2,10,8,10
500011,2016,2016,2.0000,10,8,10
500012,2014,2015,8,8,8,NULL
500012,2015,2016,8,7,7,4
500012,2016,2016,8.0000,7,7,4
500014,2014,2015,6,4,4,NULL
500014,2015,2016,7,4,7,4
500014,2016,2016,7.0000,4,7,4
500015,2014,2015,10,10,8,NULL
500015,2015,2016,10,9,10,6
500015,2016,2016,10.0000,9,10,6
500016,2014,2015,5,4,3,NULL
500016,2015,2016,2,3,2,9
500016,2016,2016,2.0000,3,2,9
500019,2014,2015,9,1,1,NULL
500019,2015,2016,7,9,3,7
500019,2016,2016,7.0000,9,3,7
500021,2014,2015,10,3,1,NULL
500021,2015,2016,9,6,1,3
500021,2016,2016,9.0000,6,1,3
500024,2014,2015,2,6,4,NULL
500024,2015,2016,3,7,4,2
500024,2016,2016,3.0000,7,4,2
500025,2014,2015,10,5,10,NULL
500025,2015,2016,10,6,10,Not Available
500025,2016,2016,10.0000,6,10,N/A
500026,2014,2015,8,1,5,NULL
500026,2015,2016,5,3,5,5
500026,2016,2016,5.0000,3,5,5
500027,2014,2015,10,4,10,NULL
500027,2015,2016,10,3,10,9
500027,2016,2016,10.0000,3,10,9
500030,2014,2015,8,4,9,NULL
500030,2015,2016,4,4,10,8
500030,2016,2016,4.0000,4,10,8
500031,2014,2015,6,8,3,NULL
500031,2015,2016,8,1,1,7
500031,2016,2016,8.0000,1,1,7
500033,2014,2015,9,Not Available,5,NULL
500033,2015,2016,6,Not Available,1,4
500033,2016,2016,6.0000,N/A,1,4
500036,2014,2015,5,7,8,NULL
500036,2015,2016,9,9,8,7
500036,2016,2016,9.0000,9,8,7
500037,2014,2015,6,Not Available,7,NULL
500037,2015,2016,5,Not Available,5,Not Available
500037,2016,2016,5.0000,N/A,5,N/A
500039,2014,2015,1,5,7,NULL
500039,2015,2016,4,6,6,7
500039,2016,2016,4.0000,6,6,7
500041,2014,2015,2,9,10,NULL
500041,2015,2016,4,4,8,5
500041,2016,2016,4.0000,4,8,5
500044,2014,2015,10,9,10,NULL
500044,2015,2016,10,8,10,10
500044,2016,2016,10.0000,8,10,10
500049,2014,2015,7,Not Available,1,NULL
500049,2015,2016,1,Not Available,1,1
500049,2016,2016,1.0000,N/A,1,1
500050,2014,2015,7,4,10,NULL
500050,2015,2016,6,7,10,5
500050,2016,2016,6.0000,7,10,5
500051,2014,2015,6,3,9,NULL
500051,2015,2016,6,5,8,6
500051,2016,2016,6.0000,5,8,6
500052,2014,2015,Not Available,Not Available,Not Available,NULL
500052,2015,2016,Not Available,Not Available,Not Available,Not Available
500052,2016,2016,N/A,N/A,N/A,N/A
500053,2014,2015,6,9,8,NULL
500053,2015,2016,4,10,7,10
500053,2016,2016,4.0000,10,7,10
500054,2014,2015,9,7,8,NULL
500054,2015,2016,8,6,10,7
500054,2016,2016,8.0000,6,10,7
500058,2014,2015,10,6,7,NULL
500058,2015,2016,6,4,4,3
500058,2016,2016,6.0000,4,4,3
500060,2014,2015,5,Not Available,9,NULL
500060,2015,2016,10,1,1,7
500060,2016,2016,10.0000,1,1,7
500064,2014,2015,10,5,7,NULL
500064,2015,2016,9,6,7,10
500064,2016,2016,9.0000,6,7,10
500072,2014,2015,6,4,6,NULL
500072,2015,2016,8,1,6,7
500072,2016,2016,8.0000,1,6,7
500077,2014,2015,6,9,9,NULL
500077,2015,2016,9,8,10,9
500077,2016,2016,9.0000,8,10,9
500079,2014,2015,10,9,2,NULL
500079,2015,2016,10,8,4,6
500079,2016,2016,10.0000,8,4,6
500084,2014,2015,4,Not Available,Not Available,NULL
500084,2015,2016,3,Not Available,Not Available,1
500084,2016,2016,3.0000,N/A,N/A,1
500088,2014,2015,10,8,4,NULL
500088,2015,2016,10,8,4,7
500088,2016,2016,10.0000,8,4,7
500108,2014,2015,9,6,2,NULL
500108,2015,2016,8,5,2,7
500108,2016,2016,8.0000,5,2,7
500119,2014,2015,8,1,4,NULL
500119,2015,2016,9,9,6,7
500119,2016,2016,9.0000,9,6,7
500124,2014,2015,4,8,8,NULL
500124,2015,2016,4,7,7,6
500124,2016,2016,4.0000,7,7,6
500129,2014,2015,10,4,5,NULL
500129,2015,2016,10,3,7,5
500129,2016,2016,10.0000,3,7,5
500139,2014,2015,9,9,1,NULL
500139,2015,2016,10,1,1,1
500139,2016,2016,10.0000,1,1,1
500141,2014,2015,5,1,4,NULL
500141,2015,2016,7,4,3,8
500141,2016,2016,7.0000,4,3,8
500148,2014,2015,8,Not Available,Not Available,NULL
500148,2015,2016,9,Not Available,Not Available,1
500148,2016,2016,9.0000,N/A,N/A,1
500150,2014,2015,6,3,9,NULL
500150,2015,2016,7,3,10,8
500150,2016,2016,7.0000,3,10,8
500151,2014,2015,7,7,3,NULL
500151,2015,2016,8,5,4,8
500151,2016,2016,8.0000,5,4,8
500152,2014,2015,6,Not Available,Not Available,NULL
500152,2015,2016,8,1,10,9
500152,2016,2016,8.0000,1,10,9
510001,2014,2015,10,2,2,NULL
510001,2015,2016,10,4,2,3
510001,2016,2016,10.0000,4,2,3
510002,2014,2015,3,6,5,NULL
510002,2015,2016,1,1,2,10
510002,2016,2016,1.0000,1,2,10
510006,2014,2015,1,4,2,NULL
510006,2015,2016,5,7,2,3
510006,2016,2016,5.0000,7,2,3
510007,2014,2015,5,4,6,NULL
510007,2015,2016,4,6,6,10
510007,2016,2016,4.0000,6,6,10
510008,2014,2015,2,1,1,NULL
510008,2015,2016,7,1,2,4
510008,2016,2016,7.0000,1,2,4
510012,2014,2015,5,Not Available,5,NULL
510012,2015,2016,7,Not Available,10,Not Available
510012,2016,2016,7.0000,N/A,10,N/A
510013,2014,2015,4,Not Available,1,NULL
510013,2015,2016,7,Not Available,1,10
510013,2016,2016,7.0000,N/A,1,10
510022,2014,2015,9,5,5,NULL
510022,2015,2016,8,6,5,8
510022,2016,2016,8.0000,6,5,8
510023,2014,2015,2,8,7,NULL
510023,2015,2016,1,1,3,8
510023,2016,2016,1.0000,1,3,8
510024,2014,2015,2,8,3,NULL
510024,2015,2016,2,7,3,5
510024,2016,2016,2.0000,7,3,5
510029,2014,2015,7,8,8,NULL
510029,2015,2016,2,8,9,7
510029,2016,2016,2.0000,8,9,7
510030,2014,2015,2,1,1,NULL
510030,2015,2016,2,1,6,10
510030,2016,2016,2.0000,1,6,10
510031,2014,2015,1,9,1,NULL
510031,2015,2016,5,6,1,3
510031,2016,2016,5.0000,6,1,3
510038,2014,2015,4,Not Available,10,NULL
510038,2015,2016,2,Not Available,5,9
510038,2016,2016,2.0000,N/A,5,9
510039,2014,2015,9,10,10,NULL
510039,2015,2016,10,7,8,5
510039,2016,2016,10.0000,7,8,5
510046,2014,2015,3,1,8,NULL
510046,2015,2016,5,8,5,5
510046,2016,2016,5.0000,8,5,5
510047,2014,2015,2,1,4,NULL
510047,2015,2016,4,1,4,10
510047,2016,2016,4.0000,1,4,10
510048,2014,2015,4,3,2,NULL
510048,2015,2016,3,3,1,Not Available
510048,2016,2016,3.0000,3,1,N/A
510050,2014,2015,1,2,9,NULL
510050,2015,2016,3,6,9,8
510050,2016,2016,3.0000,6,9,8
510055,2014,2015,7,8,8,NULL
510055,2015,2016,5,8,7,8
510055,2016,2016,5.0000,8,7,8
510058,2014,2015,9,7,5,NULL
510058,2015,2016,9,5,8,6
510058,2016,2016,9.0000,5,8,6
510059,2014,2015,Not Available,Not Available,Not Available,NULL
510062,2014,2015,9,10,1,NULL
510062,2015,2016,3,5,1,1
510062,2016,2016,3.0000,5,1,1
510070,2014,2015,10,3,3,NULL
510070,2015,2016,5,4,3,10
510070,2016,2016,5.0000,4,3,10
510071,2014,2015,3,7,4,NULL
510071,2015,2016,2,8,3,3
510071,2016,2016,2.0000,8,3,3
510072,2014,2015,9,Not Available,Not Available,NULL
510072,2015,2016,6,Not Available,Not Available,Not Available
510072,2016,2016,6.0000,N/A,N/A,N/A
510077,2014,2015,4,Not Available,1,NULL
510077,2015,2016,4,Not Available,1,Not Available
510077,2016,2016,4.0000,N/A,1,N/A
510082,2014,2015,7,Not Available,Not Available,NULL
510082,2015,2016,8,Not Available,Not Available,1
510082,2016,2016,8.0000,N/A,N/A,1
510086,2014,2015,5,Not Available,Not Available,NULL
510086,2015,2016,8,Not Available,1,Not Available
510086,2016,2016,8.0000,N/A,1,N/A
510091,2016,2016,N/A,N/A,N/A,N/A
520002,2014,2015,4,Not Available,9,NULL
520002,2015,2016,4,Not Available,3,10
520002,2016,2016,4.0000,N/A,3,10
520004,2014,2015,4,1,1,NULL
520004,2015,2016,4,1,1,9
520004,2016,2016,4.0000,1,1,9
520008,2014,2015,6,5,5,NULL
520008,2015,2016,8,5,9,8
520008,2016,2016,8.0000,5,9,8
520009,2014,2015,3,9,9,NULL
520009,2015,2016,1,7,9,5
520009,2016,2016,1.0000,7,9,5
520011,2014,2015,3,Not Available,Not Available,NULL
520011,2015,2016,5,Not Available,Not Available,4
520011,2016,2016,5.0000,N/A,N/A,4
520013,2014,2015,9,3,3,NULL
520013,2015,2016,6,4,3,2
520013,2016,2016,6.0000,4,3,2
520017,2014,2015,6,Not Available,Not Available,NULL
520017,2015,2016,6,Not Available,Not Available,1
520017,2016,2016,6.0000,N/A,N/A,1
520019,2014,2015,9,Not Available,1,NULL
520019,2015,2016,9,Not Available,Not Available,8
520019,2016,2016,9.0000,N/A,N/A,8
520021,2014,2015,2,1,3,NULL
520021,2015,2016,1,1,3,4
520021,2016,2016,1.0000,1,3,4
520027,2014,2015,1,7,7,NULL
520027,2015,2016,5,6,7,2
520027,2016,2016,5.0000,6,7,2
520028,2014,2015,9,8,3,NULL
520028,2015,2016,9,9,1,2
520028,2016,2016,9.0000,9,1,2
520030,2014,2015,7,6,9,NULL
520030,2015,2016,8,5,10,7
520030,2016,2016,8.0000,5,10,7
520033,2014,2015,5,Not Available,5,NULL
520033,2015,2016,3,Not Available,8,4
520033,2016,2016,3.0000,N/A,8,4
520034,2014,2015,5,Not Available,5,NULL
520034,2015,2016,2,Not Available,5,7
520034,2016,2016,2.0000,N/A,5,7
520035,2014,2015,5,Not Available,Not Available,NULL
520035,2015,2016,6,Not Available,Not Available,3
520035,2016,2016,6.0000,N/A,N/A,3
520037,2014,2015,10,4,8,NULL
520037,2015,2016,10,5,8,6
520037,2016,2016,10.0000,5,8,6
520038,2014,2015,7,Not Available,1,NULL
520038,2015,2016,3,Not Available,1,Not Available
520038,2016,2016,3.0000,N/A,1,N/A
520041,2014,2015,10,Not Available,1,NULL
520041,2015,2016,10,Not Available,Not Available,Not Available
520041,2016,2016,10.0000,N/A,N/A,N/A
520044,2014,2015,7,1,1,NULL
520044,2015,2016,9,1,1,1
520044,2016,2016,9.0000,1,1,1
520045,2014,2015,8,2,4,NULL
520045,2015,2016,2,2,4,4
520045,2016,2016,2.0000,2,4,4
520048,2014,2015,6,10,9,NULL
520048,2015,2016,8,5,9,5
520048,2016,2016,8.0000,5,9,5
520049,2014,2015,2,6,5,NULL
520049,2015,2016,4,3,2,6
520049,2016,2016,4.0000,3,2,6
520051,2014,2015,9,3,2,NULL
520051,2015,2016,9,3,3,3
520051,2016,2016,9.0000,3,3,3
520057,2014,2015,3,Not Available,1,NULL
520057,2015,2016,3,Not Available,5,Not Available
520057,2016,2016,3.0000,N/A,5,N/A
520059,2014,2015,1,1,1,NULL
520059,2015,2016,1,1,3,8
520059,2016,2016,1.0000,1,3,8
520062,2014,2015,8,1,4,NULL
520062,2015,2016,4,1,8,10
520062,2016,2016,4.0000,1,8,10
520063,2014,2015,8,9,3,NULL
520063,2015,2016,10,10,3,7
520063,2016,2016,10.0000,10,3,7
520066,2014,2015,6,4,6,NULL
520066,2015,2016,2,1,3,4
520066,2016,2016,2.0000,1,3,4
520070,2014,2015,9,6,10,NULL
520070,2015,2016,9,6,8,3
520070,2016,2016,9.0000,6,8,3
520071,2014,2015,7,Not Available,Not Available,NULL
520071,2015,2016,6,Not Available,Not Available,6
520071,2016,2016,6.0000,N/A,N/A,6
520075,2014,2015,8,8,5,NULL
520075,2015,2016,9,5,6,8
520075,2016,2016,9.0000,5,6,8
520076,2014,2015,5,Not Available,Not Available,NULL
520076,2015,2016,8,Not Available,Not Available,5
520076,2016,2016,8.0000,N/A,N/A,5
520078,2014,2015,6,10,8,NULL
520078,2015,2016,8,10,8,7
520078,2016,2016,8.0000,10,8,7
520083,2014,2015,5,8,2,NULL
520083,2015,2016,2,9,4,9
520083,2016,2016,2.0000,9,4,9
520087,2014,2015,5,2,8,NULL
520087,2015,2016,3,3,8,9
520087,2016,2016,3.0000,3,8,9
520088,2014,2015,6,8,3,NULL
520088,2015,2016,8,4,3,1
520088,2016,2016,8.0000,4,3,1
520089,2014,2015,6,7,9,NULL
520089,2015,2016,3,5,9,8
520089,2016,2016,3.0000,5,9,8
520091,2014,2015,4,1,7,NULL
520091,2015,2016,3,1,4,2
520091,2016,2016,3.0000,1,4,2
520095,2014,2015,3,Not Available,Not Available,NULL
520095,2015,2016,4,Not Available,Not Available,5
520095,2016,2016,4.0000,N/A,N/A,5
520096,2014,2015,9,9,9,NULL
520096,2015,2016,8,7,9,7
520096,2016,2016,8.0000,7,9,7
520097,2014,2015,4,1,7,NULL
520097,2015,2016,7,1,9,2
520097,2016,2016,7.0000,1,9,2
520098,2014,2015,10,8,8,NULL
520098,2015,2016,8,8,9,9
520098,2016,2016,8.0000,8,9,9
520100,2014,2015,2,1,10,NULL
520100,2015,2016,2,5,7,5
520100,2016,2016,2.0000,5,7,5
520102,2014,2015,9,1,3,NULL
520102,2015,2016,4,1,5,9
520102,2016,2016,4.0000,1,5,9
520103,2014,2015,4,5,5,NULL
520103,2015,2016,3,10,8,6
520103,2016,2016,3.0000,10,8,6
520107,2014,2015,9,Not Available,10,NULL
520107,2015,2016,8,Not Available,10,10
520107,2016,2016,8.0000,N/A,10,10
520109,2014,2015,9,Not Available,Not Available,NULL
520109,2015,2016,9,Not Available,Not Available,Not Available
520109,2016,2016,9.0000,N/A,N/A,N/A
520113,2014,2015,2,Not Available,3,NULL
520113,2015,2016,1,Not Available,1,2
520113,2016,2016,1.0000,N/A,1,2
520116,2014,2015,8,Not Available,Not Available,NULL
520116,2015,2016,4,Not Available,Not Available,8
520116,2016,2016,4.0000,N/A,N/A,8
520136,2014,2015,9,8,8,NULL
520136,2015,2016,10,7,7,5
520136,2016,2016,10.0000,7,7,5
520138,2014,2015,6,5,7,NULL
520138,2015,2016,5,5,6,9
520138,2016,2016,5.0000,5,6,9
520139,2014,2015,7,4,3,NULL
520139,2015,2016,7,7,6,7
520139,2016,2016,7.0000,7,6,7
520160,2014,2015,10,5,6,NULL
520160,2015,2016,7,7,4,9
520160,2016,2016,7.0000,7,4,9
520177,2014,2015,6,3,6,NULL
520177,2015,2016,7,3,7,8
520177,2016,2016,7.0000,3,7,8
520189,2014,2015,9,7,8,NULL
520189,2015,2016,8,1,5,2
520189,2016,2016,8.0000,1,5,2
520193,2014,2015,9,2,9,NULL
520193,2015,2016,7,2,9,5
520193,2016,2016,7.0000,2,9,5
520194,2014,2015,5,Not Available,Not Available,NULL
520194,2015,2016,4,Not Available,Not Available,Not Available
520194,2016,2016,4.0000,N/A,N/A,N/A
520195,2014,2015,Not Available,Not Available,Not Available,NULL
520195,2015,2016,Not Available,Not Available,Not Available,Not Available
520195,2016,2016,N/A,N/A,N/A,N/A
520196,2014,2015,4,Not Available,Not Available,NULL
520196,2015,2016,4,Not Available,Not Available,Not Available
520196,2016,2016,4.0000,N/A,N/A,N/A
520198,2014,2015,6,1,1,NULL
520198,2015,2016,2,7,1,1
520198,2016,2016,2.0000,7,1,1
520202,2014,2015,2,3,3,NULL
520202,2015,2016,4,6,4,1
520202,2016,2016,4.0000,6,4,1
520204,2014,2015,7,9,4,NULL
520204,2015,2016,8,6,6,3
520204,2016,2016,8.0000,6,6,3
520205,2014,2015,9,Not Available,Not Available,NULL
520205,2015,2016,9,Not Available,Not Available,Not Available
520205,2016,2016,9.0000,N/A,N/A,N/A
520206,2014,2015,6,1,8,NULL
520206,2015,2016,6,9,6,3
520206,2016,2016,6.0000,9,6,3
520207,2014,2015,9,1,10,NULL
520207,2015,2016,10,1,10,4
520207,2016,2016,10.0000,1,10,4
520208,2014,2015,8,Not Available,Not Available,NULL
520208,2015,2016,6,Not Available,Not Available,2
520208,2016,2016,6.0000,N/A,N/A,2
530002,2014,2015,9,1,1,NULL
530002,2015,2016,10,1,4,9
530002,2016,2016,10.0000,1,4,9
530006,2014,2015,3,Not Available,6,NULL
530006,2015,2016,6,Not Available,Not Available,1
530006,2016,2016,6.0000,N/A,N/A,1
530008,2014,2015,6,Not Available,Not Available,NULL
530008,2015,2016,9,Not Available,Not Available,Not Available
530008,2016,2016,9.0000,N/A,N/A,N/A
530010,2014,2015,7,Not Available,1,NULL
530011,2014,2015,10,Not Available,Not Available,NULL
530011,2015,2016,9,Not Available,Not Available,1
530011,2016,2016,9.0000,N/A,N/A,1
530012,2014,2015,2,6,1,NULL
530012,2015,2016,2,7,6,5
530012,2016,2016,2.0000,7,6,5
530014,2014,2015,9,6,4,NULL
530014,2015,2016,4,9,1,5
530014,2016,2016,4.0000,9,1,5
530015,2014,2015,3,Not Available,Not Available,NULL
530015,2015,2016,4,Not Available,Not Available,5
530015,2016,2016,4.0000,N/A,N/A,5
530025,2014,2015,8,Not Available,Not Available,NULL
530025,2015,2016,6,Not Available,Not Available,Not Available
530025,2016,2016,6.0000,N/A,N/A,N/A
530032,2014,2015,5,Not Available,Not Available,NULL
530032,2015,2016,4,Not Available,Not Available,Not Available
530032,2016,2016,4.0000,N/A,N/A,N/A
530033,2014,2015,10,Not Available,Not Available,NULL
530033,2015,2016,9,Not Available,Not Available,Not Available
530033,2016,2016,9.0000,N/A,N/A,N/A
670002,2014,2015,3,Not Available,Not Available,NULL
670004,2014,2015,8,Not Available,Not Available,NULL
670004,2015,2016,4,Not Available,Not Available,1
670004,2016,2016,4.0000,N/A,N/A,1
670005,2014,2015,6,Not Available,Not Available,NULL
670005,2015,2016,6,Not Available,Not Available,Not Available
670005,2016,2016,6.0000,N/A,N/A,N/A
670006,2014,2015,3,Not Available,Not Available,NULL
670006,2015,2016,5,Not Available,Not Available,Not Available
670006,2016,2016,5.0000,N/A,N/A,N/A
670008,2014,2015,4,Not Available,Not Available,NULL
670008,2015,2016,4,Not Available,Not Available,Not Available
670008,2016,2016,4.0000,N/A,N/A,N/A
670010,2014,2015,Not Available,Not Available,Not Available,NULL
670010,2015,2016,Not Available,Not Available,Not Available,Not Available
670010,2016,2016,N/A,N/A,N/A,N/A
670012,2014,2015,1,Not Available,Not Available,NULL
670012,2015,2016,1,Not Available,Not Available,Not Available
670018,2014,2015,6,Not Available,Not Available,NULL
670019,2014,2015,1,8,3,NULL
670019,2015,2016,1,4,1,1
670019,2016,2016,1.0000,4,1,1
670021,2015,2016,7,Not Available,Not Available,Not Available
670023,2014,2015,2,5,10,NULL
670023,2015,2016,4,6,10,3
670023,2016,2016,4.0000,6,10,3
670024,2014,2015,4,6,3,NULL
670024,2015,2016,8,3,5,1
670024,2016,2016,8.0000,3,5,1
670025,2014,2015,10,Not Available,Not Available,NULL
670025,2015,2016,8,Not Available,Not Available,Not Available
670025,2016,2016,8.0000,N/A,N/A,N/A
670029,2014,2015,4,Not Available,Not Available,NULL
670031,2014,2015,2,1,1,NULL
670031,2015,2016,4,5,3,3
670031,2016,2016,4.0000,5,3,3
670034,2014,2015,3,5,8,NULL
670034,2015,2016,5,8,9,7
670034,2016,2016,5.0000,8,9,7
670041,2014,2015,8,3,9,NULL
670041,2015,2016,9,4,9,9
670041,2016,2016,9.0000,4,9,9
670043,2014,2015,4,7,1,NULL
670043,2015,2016,2,6,4,1
670043,2016,2016,2.0000,6,4,1
670044,2014,2015,5,1,3,NULL
670044,2015,2016,5,1,4,2
670044,2016,2016,5.0000,1,4,2
670045,2014,2015,Not Available,Not Available,Not Available,NULL
670045,2015,2016,Not Available,Not Available,Not Available,Not Available
670046,2014,2015,4,Not Available,Not Available,NULL
670046,2015,2016,5,Not Available,Not Available,Not Available
670046,2016,2016,5.0000,N/A,N/A,N/A
670047,2014,2015,8,1,1,NULL
670047,2015,2016,8,3,2,1
670047,2016,2016,8.0000,3,2,1
670049,2014,2015,5,Not Available,Not Available,NULL
670049,2015,2016,6,Not Available,Not Available,Not Available
670049,2016,2016,6.0000,N/A,N/A,N/A
670050,2014,2015,7,Not Available,Not Available,NULL
670050,2015,2016,6,Not Available,Not Available,Not Available
670050,2016,2016,6.0000,N/A,N/A,N/A
670053,2014,2015,6,9,3,NULL
670053,2015,2016,8,7,6,1
670053,2016,2016,8.0000,7,6,1
670054,2014,2015,5,Not Available,Not Available,NULL
670054,2015,2016,4,Not Available,Not Available,Not Available
670054,2016,2016,4.0000,N/A,N/A,N/A
670055,2014,2015,1,6,9,NULL
670055,2015,2016,2,8,9,4
670055,2016,2016,2.0000,8,9,4
670056,2014,2015,6,3,8,NULL
670056,2015,2016,7,3,6,7
670056,2016,2016,7.0000,3,6,7
670058,2014,2015,7,Not Available,Not Available,NULL
670058,2015,2016,Not Available,Not Available,Not Available,Not Available
670058,2016,2016,N/A,N/A,N/A,N/A
670059,2014,2015,9,Not Available,Not Available,NULL
670059,2015,2016,7,Not Available,Not Available,Not Available
670059,2016,2016,7.0000,N/A,N/A,N/A
670060,2014,2015,2,4,8,NULL
670060,2015,2016,3,8,5,7
670060,2016,2016,3.0000,8,5,7
670061,2014,2015,4,Not Available,Not Available,NULL
670061,2015,2016,5,Not Available,Not Available,2
670061,2016,2016,5.0000,N/A,N/A,2
670062,2014,2015,7,Not Available,Not Available,NULL
670062,2015,2016,Not Available,Not Available,Not Available,Not Available
670062,2016,2016,N/A,N/A,N/A,N/A
670066,2014,2015,4,Not Available,Not Available,NULL
670067,2014,2015,2,Not Available,Not Available,NULL
670067,2015,2016,2,Not Available,Not Available,Not Available
670067,2016,2016,2.0000,N/A,N/A,N/A
670068,2014,2015,6,8,3,NULL
670068,2015,2016,6,1,3,2
670068,2016,2016,6.0000,1,3,2
670069,2014,2015,4,Not Available,Not Available,NULL
670069,2015,2016,4,Not Available,Not Available,Not Available
670069,2016,2016,4.0000,N/A,N/A,N/A
670071,2014,2015,7,1,3,NULL
670071,2015,2016,2,6,6,Not Available
670071,2016,2016,2.0000,6,6,N/A
670072,2016,2016,7.0000,10,10,10
670073,2014,2015,3,Not Available,1,NULL
670073,2015,2016,6,Not Available,1,Not Available
670073,2016,2016,6.0000,N/A,1,N/A
670075,2014,2015,2,10,7,NULL
670075,2015,2016,8,9,8,9
670075,2016,2016,8.0000,9,8,9
670076,2014,2015,4,Not Available,Not Available,NULL
670076,2015,2016,3,Not Available,Not Available,3
670076,2016,2016,3.0000,N/A,N/A,3
670077,2014,2015,1,3,7,NULL
670077,2015,2016,1,5,2,7
670077,2016,2016,1.0000,5,2,7
670078,2014,2015,7,Not Available,Not Available,NULL
670078,2015,2016,Not Available,Not Available,Not Available,Not Available
670078,2016,2016,N/A,N/A,N/A,N/A
670079,2014,2015,6,1,1,NULL
670079,2015,2016,3,1,4,Not Available
670079,2016,2016,3.0000,1,4,N/A
670080,2014,2015,5,1,4,NULL
670080,2015,2016,2,7,5,4
670080,2016,2016,2.0000,7,5,4
670082,2014,2015,6,9,10,NULL
670082,2015,2016,2,9,9,3
670082,2016,2016,2.0000,9,9,3
670083,2014,2015,6,Not Available,Not Available,NULL
670083,2015,2016,5,Not Available,Not Available,Not Available
670083,2016,2016,5.0000,N/A,N/A,N/A
670085,2014,2015,8,Not Available,Not Available,NULL
670085,2015,2016,4,1,3,6
670085,2016,2016,4.0000,1,3,6
670087,2014,2015,Not Available,Not Available,Not Available,NULL
670087,2015,2016,7,Not Available,Not Available,10
670087,2016,2016,N/A,N/A,N/A,N/A
670088,2014,2015,Not Available,Not Available,Not Available,NULL
670088,2015,2016,9,8,5,9
670088,2016,2016,9.0000,8,5,9
670089,2014,2015,Not Available,Not Available,Not Available,NULL
670089,2015,2016,7,Not Available,Not Available,10
670089,2016,2016,N/A,N/A,N/A,N/A
670090,2014,2015,Not Available,Not Available,Not Available,NULL
670090,2015,2016,Not Available,Not Available,Not Available,Not Available
670090,2016,2016,N/A,N/A,N/A,N/A
670092,2015,2016,Not Available,Not Available,Not Available,Not Available
670092,2016,2016,N/A,N/A,N/A,N/A
670093,2015,2016,Not Available,Not Available,Not Available,Not Available
670093,2016,2016,N/A,N/A,N/A,N/A
670094,2015,2016,Not Available,Not Available,Not Available,Not Available
670094,2016,2016,N/A,N/A,N/A,N/A
670095,2015,2016,Not Available,Not Available,Not Available,Not Available
670095,2016,2016,N/A,N/A,N/A,N/A
