ProviderId,DataYear,MSPB_1_Score,MeasureStartDate,MeasureEndDate
050528,2016,0.93,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050531,2012,1.21,NULL,NULL
050534,2012,0.99,NULL,NULL
050534,2013,0.98,NULL,NULL
050534,2014,0.98,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050534,2015,0.98,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050534,2016,0.98,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050537,2012,0.88,NULL,NULL
050537,2013,0.85,NULL,NULL
050537,2014,0.92,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050537,2015,0.91,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050537,2016,0.91,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050541,2012,0.88,NULL,NULL
050541,2013,0.81,NULL,NULL
050541,2014,0.90,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050541,2015,0.76,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050541,2016,0.76,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050543,2012,1.17,NULL,NULL
050543,2013,1.08,NULL,NULL
050543,2014,1.16,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050543,2015,1.01,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050543,2016,1.01,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050547,2012,0.6,NULL,NULL
050547,2013,0.70,NULL,NULL
050549,2012,0.99,NULL,NULL
050549,2013,0.99,NULL,NULL
050549,2014,1.00,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050549,2015,1.00,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050549,2016,1.00,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050551,2012,1.1,NULL,NULL
050551,2013,1.07,NULL,NULL
050551,2014,1.09,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050551,2015,1.11,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050551,2016,1.11,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050552,2012,0.78,NULL,NULL
050552,2013,0.81,NULL,NULL
050552,2014,0.86,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050552,2015,Not Available,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050552,2016,Not Available,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050557,2012,0.97,NULL,NULL
050557,2013,0.97,NULL,NULL
050557,2014,0.97,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050557,2015,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050557,2016,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050561,2012,0.78,NULL,NULL
050561,2013,0.86,NULL,NULL
050561,2014,0.86,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050561,2015,0.83,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050561,2016,0.83,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050567,2012,0.99,NULL,NULL
050567,2013,0.99,NULL,NULL
050567,2014,0.98,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050567,2015,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050567,2016,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050568,2012,1.02,NULL,NULL
050568,2013,1.01,NULL,NULL
050568,2014,1.05,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050568,2015,0.99,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050568,2016,0.99,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050570,2012,1.13,NULL,NULL
050570,2013,1.12,NULL,NULL
050570,2014,1.06,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050570,2015,1.08,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050570,2016,1.08,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050573,2012,0.98,NULL,NULL
050573,2013,0.99,NULL,NULL
050573,2014,0.96,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050573,2015,0.94,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050573,2016,0.94,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050575,2012,1.34,NULL,NULL
050575,2013,1.30,NULL,NULL
050575,2014,1.32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050575,2015,1.40,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050575,2016,1.40,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050580,2012,1.12,NULL,NULL
050580,2013,1.13,NULL,NULL
050580,2014,1.17,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050580,2015,1.13,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050580,2016,1.13,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050581,2012,1.17,NULL,NULL
050581,2013,1.13,NULL,NULL
050581,2014,1.15,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050581,2015,1.15,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050581,2016,1.15,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050586,2012,0.95,NULL,NULL
050586,2013,0.95,NULL,NULL
050586,2014,0.90,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050586,2015,0.89,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050586,2016,0.89,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050588,2012,1.08,NULL,NULL
050588,2013,1.15,NULL,NULL
050588,2014,1.19,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050588,2015,1.16,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050588,2016,1.16,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050589,2012,1.04,NULL,NULL
050589,2013,1.07,NULL,NULL
050589,2014,1.07,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050589,2015,1.05,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050589,2016,1.05,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050590,2012,0.92,NULL,NULL
050590,2013,0.88,NULL,NULL
050590,2014,0.87,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050590,2015,0.88,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050590,2016,0.88,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050597,2012,1.1,NULL,NULL
050597,2013,1.11,NULL,NULL
050597,2014,1.08,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050597,2015,1.06,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050597,2016,1.06,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050599,2012,0.93,NULL,NULL
050599,2013,0.90,NULL,NULL
050599,2014,0.95,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050599,2015,0.94,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050599,2016,0.94,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050603,2012,1.02,NULL,NULL
050603,2013,0.98,NULL,NULL
050603,2014,0.98,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050603,2015,0.96,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050603,2016,0.96,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050604,2012,0.88,NULL,NULL
050604,2013,0.87,NULL,NULL
050604,2014,0.80,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050604,2015,0.76,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050604,2016,0.76,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050608,2012,0.97,NULL,NULL
050608,2013,0.91,NULL,NULL
050608,2014,0.88,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050608,2015,0.92,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050608,2016,0.92,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050609,2012,0.95,NULL,NULL
050609,2013,0.84,NULL,NULL
050609,2014,0.79,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050609,2015,0.83,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050609,2016,0.83,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050616,2012,1,NULL,NULL
050616,2013,0.98,NULL,NULL
050616,2014,1.06,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050616,2015,1.00,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050616,2016,1.00,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050618,2012,1.11,NULL,NULL
050618,2013,0.92,NULL,NULL
050618,2014,0.63,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050624,2012,1.01,NULL,NULL
050624,2013,1.03,NULL,NULL
050624,2014,1.01,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050624,2015,0.97,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050624,2016,0.97,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050625,2012,1.02,NULL,NULL
050625,2013,1.02,NULL,NULL
050625,2014,1.04,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050625,2015,1.04,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050625,2016,1.04,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050633,2012,0.95,NULL,NULL
050633,2013,0.98,NULL,NULL
050633,2014,0.95,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050633,2015,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050633,2016,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050636,2012,0.94,NULL,NULL
050636,2013,0.95,NULL,NULL
050636,2014,0.95,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050636,2015,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050636,2016,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050641,2012,0.96,NULL,NULL
050641,2013,1.05,NULL,NULL
050641,2014,1.05,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050641,2015,1.05,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050641,2016,1.05,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050644,2012,1.53,NULL,NULL
050663,2012,1.32,NULL,NULL
050663,2013,1.31,NULL,NULL
050663,2014,1.36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050663,2015,1.31,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050663,2016,1.31,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050668,2012,Not Available,NULL,NULL
050668,2013,0.62,NULL,NULL
050668,2014,0.51,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050668,2015,Not Available,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050668,2016,Not Available,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050674,2012,0.76,NULL,NULL
050674,2013,0.84,NULL,NULL
050674,2014,0.86,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050674,2015,0.82,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050674,2016,0.82,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050677,2012,0.71,NULL,NULL
050677,2013,0.82,NULL,NULL
050677,2014,0.78,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050677,2015,0.78,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050677,2016,0.78,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050678,2012,1,NULL,NULL
050678,2013,1.02,NULL,NULL
050678,2014,1.02,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050678,2015,1.00,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050678,2016,1.00,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050684,2012,1.01,NULL,NULL
050684,2013,0.98,NULL,NULL
050684,2014,1.03,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050684,2015,1.06,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050684,2016,1.06,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050686,2012,0.73,NULL,NULL
050686,2013,0.81,NULL,NULL
050686,2014,0.84,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050686,2015,0.75,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050686,2016,0.75,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050688,2012,1.02,NULL,NULL
050688,2013,0.98,NULL,NULL
050688,2014,0.97,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050688,2015,0.97,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050688,2016,0.97,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050689,2012,0.99,NULL,NULL
050689,2013,1.01,NULL,NULL
050689,2014,1.02,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050689,2015,0.97,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050689,2016,0.97,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050690,2012,0.75,NULL,NULL
050690,2013,0.86,NULL,NULL
050690,2014,0.89,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050690,2015,0.85,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050690,2016,0.85,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050696,2012,0.98,NULL,NULL
050696,2013,0.99,NULL,NULL
050696,2014,0.97,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050696,2015,0.96,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050696,2016,0.96,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050697,2012,0.76,NULL,NULL
050697,2013,0.78,NULL,NULL
050697,2014,0.87,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050697,2015,0.77,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050697,2016,0.77,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050701,2012,0.99,NULL,NULL
050701,2013,0.99,NULL,NULL
050701,2014,0.97,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050701,2015,1.00,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050701,2016,1.00,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050704,2012,1.16,NULL,NULL
050704,2013,1.14,NULL,NULL
050704,2014,1.13,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050704,2015,1.15,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050704,2016,1.15,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050708,2012,0.84,NULL,NULL
050708,2013,0.86,NULL,NULL
050708,2014,0.86,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050708,2015,0.87,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050708,2016,0.87,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050709,2012,0.86,NULL,NULL
050709,2013,0.89,NULL,NULL
050709,2014,0.88,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050709,2015,0.89,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050709,2016,0.89,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050710,2012,Not Available,NULL,NULL
050710,2013,0.71,NULL,NULL
050710,2014,0.84,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050710,2015,0.75,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050710,2016,0.75,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050714,2012,0.81,NULL,NULL
050714,2013,0.91,NULL,NULL
050714,2014,0.96,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050714,2015,0.88,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050714,2016,0.88,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050717,2012,1.33,NULL,NULL
050717,2013,1.22,NULL,NULL
050717,2014,1.05,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050717,2015,1.15,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050717,2016,1.15,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050723,2012,0.81,NULL,NULL
050723,2013,0.78,NULL,NULL
050723,2014,0.82,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050723,2015,0.80,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050723,2016,0.80,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050724,2012,0.97,NULL,NULL
050724,2013,0.95,NULL,NULL
050724,2014,0.95,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050724,2015,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050724,2016,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050726,2012,0.89,NULL,NULL
050726,2013,0.93,NULL,NULL
050726,2014,0.91,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050726,2015,0.92,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050726,2016,0.92,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050727,2012,Not Available,NULL,NULL
050727,2013,1.16,NULL,NULL
050727,2014,1.17,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050727,2015,1.16,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050727,2016,1.16,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050732,2012,0.93,NULL,NULL
050732,2013,0.99,NULL,NULL
050732,2014,0.98,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050732,2015,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050732,2016,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050735,2012,1.3,NULL,NULL
050735,2013,1.30,NULL,NULL
050735,2014,1.32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050735,2015,1.28,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050735,2016,1.28,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050736,2012,1.01,NULL,NULL
050736,2013,0.96,NULL,NULL
050736,2014,1.01,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050736,2015,0.91,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050736,2016,0.91,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050737,2012,1.08,NULL,NULL
050737,2013,1.10,NULL,NULL
050737,2014,1.13,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050737,2015,1.12,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050737,2016,1.12,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050738,2012,1.25,NULL,NULL
050738,2013,1.23,NULL,NULL
050738,2014,1.24,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050738,2015,1.32,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050738,2016,1.32,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050739,2012,0.98,NULL,NULL
050739,2013,1.01,NULL,NULL
050739,2014,1.05,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050739,2015,1.04,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050739,2016,1.04,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050740,2012,0.99,NULL,NULL
050740,2013,1.01,NULL,NULL
050740,2014,1.00,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050740,2015,1.00,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050740,2016,1.00,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050742,2012,1.13,NULL,NULL
050742,2013,1.12,NULL,NULL
050742,2014,1.13,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050742,2015,1.09,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050742,2016,1.09,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050744,2012,1.16,NULL,NULL
050744,2013,1.15,NULL,NULL
050744,2014,1.14,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050744,2015,1.25,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050744,2016,1.25,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050745,2012,1.1,NULL,NULL
050745,2013,1.09,NULL,NULL
050745,2014,1.05,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050745,2015,1.09,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050745,2016,1.09,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050746,2012,1.06,NULL,NULL
050746,2013,1.08,NULL,NULL
050746,2014,1.06,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050746,2015,1.21,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050746,2016,1.21,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050747,2012,1.17,NULL,NULL
050747,2013,1.28,NULL,NULL
050747,2014,1.21,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050747,2015,1.30,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050747,2016,1.30,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050748,2012,1.01,NULL,NULL
050748,2013,0.78,NULL,NULL
050748,2014,0.76,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050748,2015,0.90,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050748,2016,0.90,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050749,2012,0.93,NULL,NULL
050751,2012,Not Available,NULL,NULL
050751,2013,Not Available,NULL,NULL
050751,2014,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050751,2015,Not Available,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050751,2016,Not Available,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050752,2012,1.19,NULL,NULL
050752,2013,1.23,NULL,NULL
050754,2012,Not Available,NULL,NULL
050754,2013,0.87,NULL,NULL
050754,2014,0.86,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050754,2015,0.88,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050754,2016,0.88,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050755,2012,1.1,NULL,NULL
050755,2013,1.08,NULL,NULL
050755,2014,1.06,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050755,2015,1.06,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050755,2016,1.06,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050757,2012,1.04,NULL,NULL
050757,2013,1.07,NULL,NULL
050757,2014,1.11,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050757,2015,1.10,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050757,2016,1.10,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050758,2012,0.98,NULL,NULL
050758,2013,1.09,NULL,NULL
050758,2014,1.11,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050758,2015,1.15,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050758,2016,1.15,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050760,2012,0.7,NULL,NULL
050760,2013,0.74,NULL,NULL
050760,2014,0.77,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050760,2015,0.89,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050760,2016,0.89,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050761,2012,1.03,NULL,NULL
050761,2013,1.02,NULL,NULL
050761,2014,1.02,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050761,2015,1.02,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050761,2016,1.02,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050763,2012,1.33,NULL,NULL
050763,2013,1.33,NULL,NULL
050763,2014,1.33,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050763,2015,1.43,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050763,2016,1.43,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050764,2012,0.92,NULL,NULL
050764,2013,0.92,NULL,NULL
050764,2014,0.96,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050764,2015,0.90,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050764,2016,0.90,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050765,2012,0.97,NULL,NULL
050765,2013,0.99,NULL,NULL
050765,2014,0.85,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050765,2015,0.77,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050765,2016,0.77,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050766,2012,0.89,NULL,NULL
050766,2013,0.92,NULL,NULL
050766,2014,0.94,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050766,2015,0.97,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050766,2016,0.97,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050767,2012,Not Available,NULL,NULL
050767,2013,0.74,NULL,NULL
050767,2014,0.78,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050767,2015,0.80,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050767,2016,0.80,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050768,2012,1.34,NULL,NULL
050768,2013,1.28,NULL,NULL
050769,2012,0.92,NULL,NULL
050769,2013,0.96,NULL,NULL
050769,2014,0.98,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050769,2015,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050769,2016,0.95,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050770,2012,0.93,NULL,NULL
050770,2013,0.95,NULL,NULL
050770,2014,0.97,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050770,2015,0.98,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050770,2016,0.98,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050771,2012,1.12,NULL,NULL
050771,2013,1.19,NULL,NULL
050771,2014,1.26,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050771,2015,1.21,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050771,2016,1.21,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050772,2012,Not Available,NULL,NULL
050772,2013,0.88,NULL,NULL
050772,2014,0.72,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050772,2015,0.78,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050772,2016,0.78,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050773,2013,Not Available,NULL,NULL
050773,2014,0.94,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
050773,2015,0.98,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050773,2016,0.98,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050775,2015,0.96,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050775,2016,0.96,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050776,2015,1.20,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050776,2016,1.20,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050777,2015,Not Available,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
050777,2016,Not Available,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
060001,2012,0.98,NULL,NULL
060001,2013,0.99,NULL,NULL
060001,2014,0.98,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
060001,2015,0.99,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
060001,2016,0.99,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000
060003,2012,0.98,NULL,NULL
