ProviderId,DataYear,BaseScore,ConsistencyScore
240132,2015,12,15
240132,2016,12,15
240141,2013,66,20
240141,2014,53,20
240141,2015,58,20
240141,2016,58,20
240166,2013,39,20
240166,2014,14,16
240166,2015,5,14
240166,2016,5,14
240187,2013,27,19
240187,2014,53,20
240187,2015,53,20
240187,2016,53,20
240207,2013,14,17
240207,2014,28,19
240207,2015,15,17
240207,2016,15,17
240210,2013,8,16
240210,2014,16,16
240210,2015,8,14
240210,2016,8,14
240213,2013,32,19
240213,2014,58,20
240213,2015,54,20
240213,2016,54,20
240214,2013,41,18
240214,2014,28,17
240214,2015,33,19
240214,2016,33,19
250001,2013,20,16
250001,2014,11,17
250001,2015,5,13
250001,2016,5,13
250002,2014,68,20
250002,2015,Not Available,Not Available
250002,2016,Not Available,Not Available
250004,2013,63,20
250004,2014,57,20
250004,2015,18,17
250004,2016,18,17
250006,2013,53,19
250006,2014,55,20
250006,2015,48,18
250006,2016,48,18
250007,2013,9,15
250007,2014,3,13
250007,2015,2,13
250007,2016,2,13
250009,2013,56,20
250009,2014,66,20
250009,2015,54,20
250009,2016,54,20
250010,2015,Not Available,Not Available
250012,2015,Not Available,Not Available
250012,2016,Not Available,Not Available
250015,2013,38,19
250017,2015,9,9
250017,2016,9,9
250019,2013,27,18
250019,2014,27,20
250019,2015,14,17
250019,2016,14,17
250020,2014,65,20
250020,2015,54,20
250020,2016,54,20
250025,2013,43,17
250025,2014,62,20
250025,2015,50,20
250025,2016,50,20
250027,2015,Not Available,Not Available
250027,2016,Not Available,Not Available
250031,2013,12,18
250031,2014,21,17
250031,2015,13,17
250031,2016,13,17
250034,2013,2,15
250034,2014,25,19
250034,2015,13,16
250034,2016,13,16
250036,2014,69,20
250036,2015,59,20
250036,2016,59,20
250038,2013,30,16
250038,2014,21,19
250038,2015,47,19
250038,2016,47,19
250040,2013,46,20
250040,2014,20,19
250040,2015,16,20
250040,2016,16,20
250042,2013,15,14
250042,2014,24,9
250042,2015,32,16
250042,2016,32,16
250043,2014,70,20
250043,2015,38,18
250043,2016,38,18
250044,2014,53,20
250044,2015,45,14
250044,2016,45,14
250048,2013,36,20
250048,2014,23,20
250048,2015,29,20
250048,2016,29,20
250049,2014,49,10
250050,2013,42,19
250050,2014,60,20
250050,2015,41,19
250050,2016,41,19
250057,2013,60,20
250057,2014,75,20
250057,2015,74,20
250057,2016,74,20
250058,2013,19,14
250058,2014,49,19
250058,2015,20,16
250058,2016,20,16
250061,2015,Not Available,Not Available
250061,2016,Not Available,Not Available
250067,2013,59,17
250067,2014,50,20
250067,2015,46,18
250067,2016,46,18
250069,2013,37,19
250069,2014,24,20
250069,2015,17,18
250069,2016,17,18
250072,2013,10,16
250072,2014,15,16
250072,2015,17,16
250072,2016,17,16
250077,2013,28,19
250077,2014,40,19
250077,2015,17,15
250077,2016,17,15
250078,2013,17,19
250078,2014,25,17
250078,2015,23,18
250078,2016,23,18
250082,2013,25,15
250082,2014,16,14
250082,2015,7,14
250082,2016,7,14
250084,2013,24,14
250084,2014,5,12
250084,2015,12,7
250084,2016,12,7
250085,2014,8,14
250085,2015,18,15
250085,2016,18,15
250093,2013,27,16
250093,2014,9,16
250093,2015,15,15
250093,2016,15,15
250094,2013,30,20
250094,2014,31,20
250094,2015,29,20
250094,2016,29,20
250095,2014,47,10
250095,2015,24,13
250095,2016,24,13
250096,2013,2,14
250096,2014,17,15
250096,2015,13,10
250096,2016,13,10
250097,2013,27,20
250097,2014,20,18
250097,2015,9,16
250097,2016,9,16
250099,2013,35,20
250099,2014,26,19
250099,2015,3,15
250099,2016,3,15
250100,2013,26,18
250100,2014,28,17
250100,2015,25,19
250100,2016,25,19
250102,2013,34,18
250102,2014,48,20
250102,2015,50,20
250102,2016,50,20
250104,2013,29,20
250104,2014,40,20
250117,2013,24,15
250117,2014,23,16
250117,2015,2,10
250117,2016,2,10
250122,2013,15,16
250122,2014,4,14
250122,2015,21,16
250122,2016,21,16
250123,2013,28,20
250123,2014,26,20
250123,2015,3,18
250123,2016,3,18
250124,2014,48,16
250124,2015,42,18
250124,2016,42,18
250126,2013,31,18
250126,2014,22,17
250126,2015,57,20
250126,2016,57,20
250128,2013,13,12
250128,2014,9,11
250128,2015,42,15
250128,2016,42,15
250136,2013,58,20
250136,2014,62,20
250136,2015,59,20
250136,2016,59,20
250138,2013,12,18
250138,2014,21,19
250138,2015,21,18
250138,2016,21,18
250141,2013,17,17
250141,2014,5,15
250141,2015,5,11
250141,2016,5,11
250162,2013,26,18
250162,2014,47,20
250162,2015,1,13
250162,2016,1,13
250167,2015,59,20
250167,2016,59,20
260001,2014,56,20
260001,2015,21,15
260001,2016,21,15
260004,2014,25,14
260004,2015,11,11
260004,2016,11,11
260005,2013,26,20
260005,2014,16,17
260005,2015,23,18
260005,2016,23,18
260006,2013,31,20
260006,2014,35,20
260006,2015,30,19
260006,2016,30,19
260009,2013,46,20
260009,2014,32,20
260009,2015,13,18
260009,2016,13,18
260011,2013,28,19
260011,2014,39,20
260011,2015,24,20
260011,2016,24,20
260015,2013,2,9
260015,2014,31,15
260015,2015,18,18
260015,2016,18,18
260017,2013,57,20
260017,2014,45,20
260017,2015,22,17
260017,2016,22,17
260020,2013,30,18
260020,2014,28,20
260020,2015,23,18
260020,2016,23,18
260022,2013,41,20
260022,2014,33,20
260022,2015,6,17
260022,2016,6,17
260023,2013,19,18
260023,2014,7,16
260023,2015,6,15
260023,2016,6,15
260024,2014,42,17
260024,2015,23,17
260024,2016,23,17
260025,2013,50,20
260025,2014,40,20
260025,2015,44,20
260025,2016,44,20
260027,2013,18,20
260027,2014,14,19
260027,2015,2,15
260027,2016,2,15
260032,2013,10,17
260032,2014,37,18
260032,2015,23,15
260032,2016,23,15
260034,2013,9,14
260034,2014,18,14
260034,2015,26,16
260034,2016,26,16
260040,2013,18,17
260040,2014,10,16
260040,2015,7,14
260040,2016,7,14
260047,2013,40,20
260047,2014,42,20
260047,2015,34,20
260047,2016,34,20
260048,2013,13,14
260048,2014,19,15
260048,2015,2,10
260048,2016,2,10
260050,2013,33,19
260050,2014,49,20
260050,2015,42,20
260050,2016,42,20
260052,2013,21,18
260052,2014,26,20
260052,2015,24,17
260052,2016,24,17
260057,2013,17,15
260057,2014,16,14
260057,2015,3,10
260057,2016,3,10
260059,2013,19,19
260059,2014,38,19
260059,2015,29,20
260059,2016,29,20
260061,2013,19,14
260061,2014,32,13
260061,2015,10,11
260061,2016,10,11
260062,2013,26,19
260062,2014,19,16
260062,2015,13,16
260062,2016,13,16
260064,2013,26,18
260064,2014,32,19
260064,2015,43,20
260064,2016,43,20
260065,2013,20,20
260065,2014,23,19
260065,2015,10,17
260065,2016,10,17
260068,2013,33,20
260068,2014,52,20
260068,2015,21,18
260068,2016,21,18
260070,2014,21,5
260070,2015,25,2
260070,2016,25,2
260074,2013,33,20
260074,2014,20,18
260074,2015,25,19
260074,2016,25,19
260077,2013,13,18
260077,2014,7,16
260077,2015,0,11
260077,2016,0,11
260078,2013,21,18
260078,2014,32,17
260078,2015,23,17
260078,2016,23,17
260080,2014,Not Available,Not Available
260081,2013,39,20
260081,2014,37,19
260081,2015,50,20
260081,2016,50,20
260085,2013,6,14
260085,2014,28,18
260085,2015,18,17
260085,2016,18,17
260091,2013,40,20
260091,2014,39,20
260091,2015,15,18
260091,2016,15,18
260094,2013,14,18
260094,2014,23,17
260094,2015,14,18
260094,2016,14,18
260095,2013,12,16
260095,2014,18,16
260095,2015,12,16
260095,2016,12,16
260096,2013,22,19
260096,2014,11,17
260096,2015,13,14
260096,2016,13,14
260097,2013,28,20
260097,2014,34,18
260097,2015,29,19
260097,2016,29,19
260102,2013,15,17
260102,2014,19,18
260102,2015,7,15
260102,2016,7,15
260104,2013,42,20
260104,2014,32,19
260104,2015,18,19
260104,2016,18,19
260105,2013,22,18
260105,2014,30,19
260105,2015,12,16
260105,2016,12,16
260108,2013,8,15
260108,2014,17,15
260108,2015,31,17
260108,2016,31,17
260110,2013,52,20
260110,2014,48,20
260110,2015,32,20
260110,2016,32,20
260113,2013,62,19
260113,2014,54,20
260113,2015,64,20
260113,2016,64,20
260116,2013,7,18
260116,2014,6,15
260116,2015,14,15
260116,2016,14,15
260119,2013,0,3
260119,2014,10,9
260119,2015,17,11
260119,2016,17,11
260137,2013,6,15
260137,2014,15,17
260137,2015,4,15
260137,2016,4,15
260138,2013,26,20
260138,2014,33,20
260138,2015,17,16
260138,2016,17,16
260141,2013,30,17
260141,2014,25,18
260141,2015,17,16
260141,2016,17,16
260142,2013,17,19
260142,2014,19,18
260142,2015,29,17
260142,2016,29,17
260160,2014,9,10
260162,2013,18,18
260162,2014,31,17
260162,2015,27,17
260162,2016,27,17
260163,2013,27,19
260163,2014,42,19
260163,2015,41,18
260163,2016,41,18
260175,2013,22,20
260175,2014,43,20
260175,2015,29,19
260175,2016,29,19
260176,2013,16,17
260176,2014,31,19
260176,2015,16,17
260176,2016,16,17
260177,2013,31,19
260177,2014,16,18
260177,2015,11,17
260177,2016,11,17
260179,2013,33,20
260179,2014,46,20
260179,2015,42,20
260179,2016,42,20
260180,2013,18,18
260180,2014,26,20
260180,2015,17,19
260180,2016,17,19
260183,2013,50,20
260183,2014,45,20
260183,2015,48,20
260183,2016,48,20
260186,2013,29,19
260186,2014,9,17
260186,2015,2,16
260186,2016,2,16
260190,2013,42,19
260190,2014,35,20
260190,2015,34,18
260190,2016,34,18
260191,2013,26,16
260191,2014,35,16
260191,2015,22,16
260191,2016,22,16
260193,2013,15,16
260193,2014,35,20
260193,2015,32,20
260193,2016,32,20
260195,2013,35,20
260195,2014,20,19
260195,2015,7,16
260195,2016,7,16
260200,2013,39,19
260200,2014,30,20
260200,2015,32,20
260200,2016,32,20
260207,2013,22,18
260207,2014,32,17
260207,2015,4,12
260207,2016,4,12
260209,2015,Not Available,Not Available
260209,2016,Not Available,Not Available
260210,2013,13,17
260210,2014,2,9
260210,2015,13,14
260210,2016,13,14
260214,2013,13,18
260214,2014,19,18
260214,2015,17,17
260214,2016,17,17
260216,2013,47,20
260216,2014,36,18
260216,2015,18,15
260216,2016,18,15
260219,2013,23,17
260219,2014,38,19
260219,2015,29,18
260219,2016,29,18
260227,2014,69,19
260228,2014,27,17
270003,2013,14,17
270003,2014,26,18
270003,2015,26,17
270003,2016,26,17
270004,2013,20,19
270004,2014,24,19
270004,2015,17,19
270004,2016,17,19
270012,2013,3,16
270012,2014,4,13
270012,2015,1,13
270012,2016,1,13
270014,2013,29,20
270014,2014,25,20
270014,2015,24,18
270014,2016,24,18
270017,2013,14,17
270017,2014,13,16
270017,2015,20,15
270017,2016,20,15
270023,2013,25,20
270023,2014,23,20
270023,2015,21,20
270023,2016,21,20
270032,2013,12,12
270032,2014,16,11
270032,2015,0,8
270032,2016,0,8
270049,2013,17,18
270049,2014,30,18
270049,2015,20,18
270049,2016,20,18
270051,2013,26,19
270051,2014,6,16
270051,2015,28,18
270051,2016,28,18
270057,2013,29,18
270057,2014,14,17
270057,2015,36,17
270057,2016,36,17
270086,2013,65,20
270086,2014,72,20
270086,2015,62,20
270086,2016,62,20
270087,2013,53,20
270087,2014,44,20
270087,2015,42,20
270087,2016,42,20
280003,2013,43,20
280003,2014,34,20
280003,2015,28,19
280003,2016,28,19
280009,2013,31,20
280009,2014,22,18
280009,2015,11,15
280009,2016,11,15
280013,2013,20,19
280013,2014,21,18
280013,2015,22,18
280013,2016,22,18
280020,2013,26,19
280020,2014,27,17
280020,2015,19,13
280020,2016,19,13
280023,2013,39,20
280023,2014,34,20
280023,2015,12,17
280023,2016,12,17
280030,2013,26,17
280030,2014,5,14
280030,2015,4,13
280030,2016,4,13
280032,2013,28,17
280032,2014,28,20
280032,2015,32,19
280032,2016,32,19
280040,2013,23,17
280040,2014,24,19
280040,2015,34,17
280040,2016,34,17
280060,2013,48,20
280060,2014,24,20
280060,2015,20,18
280060,2016,20,18
280061,2013,17,17
280061,2014,15,15
280061,2015,18,15
280061,2016,18,15
280065,2013,7,12
280065,2014,21,13
280065,2015,31,13
280065,2016,31,13
280077,2013,22,19
280077,2014,30,17
280077,2015,31,17
280077,2016,31,17
280081,2013,44,20
280081,2014,41,20
280081,2015,11,15
280081,2016,11,15
280105,2013,64,20
280105,2014,35,20
280105,2015,32,18
280105,2016,32,18
280111,2013,30,19
280111,2014,24,18
280111,2015,23,18
280111,2016,23,18
280125,2013,58,20
280125,2014,21,16
280125,2015,32,19
280125,2016,32,19
280127,2013,70,20
280127,2014,73,20
280127,2015,74,20
280127,2016,74,20
280128,2013,43,19
280128,2014,47,20
280128,2015,56,20
280128,2016,56,20
280129,2013,76,20
280129,2014,79,20
280129,2015,75,20
280129,2016,75,20
280130,2013,34,20
280130,2014,32,19
280130,2015,24,19
280130,2016,24,19
280131,2013,79,20
280131,2014,80,20
280131,2015,80,20
280131,2016,80,20
280132,2013,46,20
280132,2014,22,20
280132,2015,22,18
280132,2016,22,18
280133,2014,50,18
280133,2015,51,19
280133,2016,51,19
290001,2013,5,15
290001,2014,14,13
290001,2015,21,11
290001,2016,21,11
290003,2013,0,11
290003,2014,0,11
290003,2015,2,9
290003,2016,2,9
290005,2013,13,15
290005,2014,12,16
290005,2015,4,16
290005,2016,4,16
290006,2013,33,20
290006,2014,47,20
290006,2015,44,19
290006,2016,44,19
290007,2013,0,7
290007,2014,1,3
290007,2015,2,3
290007,2016,2,3
290008,2013,22,15
290008,2014,3,11
290008,2015,3,11
290008,2016,3,11
290009,2013,15,13
290009,2014,7,13
290009,2015,4,11
290009,2016,4,11
290012,2013,5,13
290012,2014,8,10
290012,2015,10,10
290012,2016,10,10
290019,2013,15,14
290019,2014,21,16
290019,2015,11,11
290019,2016,11,11
290021,2013,2,13
290021,2014,6,10
290021,2015,11,9
290021,2016,11,9
290022,2013,7,14
290022,2014,8,10
290022,2015,12,8
290022,2016,12,8
290032,2013,21,17
290032,2014,30,16
290032,2015,9,14
290032,2016,9,14
290039,2013,3,15
290039,2014,4,12
290039,2015,6,13
290039,2016,6,13
290041,2013,4,11
290041,2014,10,13
290041,2015,0,10
290041,2016,0,10
290045,2013,20,17
290045,2014,17,16
290045,2015,20,15
290045,2016,20,15
290046,2013,2,11
290046,2014,6,11
290046,2015,7,11
290046,2016,7,11
290047,2013,13,15
290047,2014,14,15
290047,2015,8,13
290047,2016,8,13
290049,2013,17,17
290049,2014,23,17
290049,2015,19,16
290049,2016,19,16
290051,2013,69,20
290051,2014,55,20
290051,2015,36,20
290053,2013,10,16
290053,2014,14,16
290053,2015,21,13
290053,2016,21,13
290054,2013,11,15
290054,2014,4,11
290054,2015,3,10
290054,2016,3,10
300001,2013,57,20
300001,2014,31,17
300001,2015,49,20
300001,2016,49,20
300003,2013,22,11
300003,2014,31,10
300003,2015,24,10
300003,2016,24,10
300005,2013,21,17
300005,2014,27,16
300005,2015,13,15
300005,2016,13,15
300011,2013,41,20
300011,2014,25,18
300011,2015,31,20
300011,2016,31,20
300012,2013,34,19
300012,2014,6,16
300012,2015,9,13
300012,2016,9,13
300014,2013,59,20
300014,2014,55,20
300014,2015,55,20
300014,2016,55,20
300017,2013,39,20
300017,2014,32,18
300017,2015,30,17
300017,2016,30,17
300018,2013,33,18
300018,2014,50,20
300018,2015,39,19
300018,2016,39,19
300019,2013,25,20
300019,2014,33,19
300019,2015,17,14
300019,2016,17,14
300020,2013,30,19
300020,2014,31,20
300020,2015,20,17
300020,2016,20,17
300023,2013,32,19
300023,2014,36,19
300023,2015,18,19
300023,2016,18,19
300029,2013,25,19
300029,2014,16,17
300029,2015,12,14
300029,2016,12,14
300034,2013,48,17
300034,2014,22,17
300034,2015,11,16
300034,2016,11,16
310001,2013,17,18
310001,2014,25,17
310001,2015,26,19
310001,2016,26,19
310002,2013,6,17
310002,2014,0,12
310002,2015,2,13
310002,2016,2,13
310003,2013,12,11
310003,2014,9,11
310003,2015,3,11
310003,2016,3,11
310005,2013,7,16
310005,2014,26,16
310005,2015,13,13
310005,2016,13,13
310006,2013,4,12
310006,2014,6,10
310006,2015,0,12
310006,2016,0,12
310008,2013,8,16
310008,2014,3,14
310008,2015,2,14
310008,2016,2,14
310009,2013,8,16
310009,2014,4,13
310009,2015,3,13
310009,2016,3,13
310010,2013,6,15
310010,2014,14,17
310010,2015,11,17
310010,2016,11,17
310011,2013,12,17
310011,2014,13,16
310012,2013,28,19
310012,2014,42,20
310012,2015,27,19
310012,2016,27,19
310014,2013,9,15
310014,2014,23,14
310014,2015,10,11
310014,2016,10,11
310015,2013,13,16
310015,2014,19,17
310015,2015,6,14
310015,2016,6,14
310016,2013,8,11
310016,2014,8,13
310016,2015,11,12
310016,2016,11,12
310017,2013,5,14
310017,2014,20,18
310017,2015,4,14
310017,2016,4,14
310019,2013,14,15
310019,2014,0,13
310019,2015,6,13
310019,2016,6,13
310021,2013,18,13
310021,2014,17,13
310021,2015,3,13
310021,2016,3,13
310022,2013,32,17
310022,2014,35,18
310022,2015,28,19
310022,2016,28,19
310024,2013,1,14
310024,2014,14,14
310024,2015,16,16
310024,2016,16,16
310025,2013,8,12
310025,2014,9,14
310025,2015,3,11
310025,2016,3,11
310027,2013,1,13
310027,2014,5,12
310027,2015,1,10
310027,2016,1,10
310028,2013,7,14
310028,2014,8,11
310028,2015,12,13
310028,2016,12,13
310029,2013,11,12
310029,2014,8,13
310029,2015,4,15
310029,2016,4,15
310031,2013,56,20
310031,2014,54,20
310031,2015,52,20
310031,2016,52,20
310032,2013,16,18
310032,2014,3,15
310032,2015,9,16
310032,2016,9,16
310034,2013,16,18
310034,2014,5,14
310034,2015,13,18
310034,2016,13,18
310038,2013,12,15
310038,2014,7,14
310038,2015,5,14
310038,2016,5,14
310039,2013,29,19
310039,2014,1,14
310039,2015,2,14
310039,2016,2,14
310040,2013,2,12
310040,2014,11,12
310040,2015,6,10
310040,2016,6,10
310041,2013,9,15
310041,2014,6,15
310041,2015,0,12
310041,2016,0,12
310044,2013,4,17
310044,2014,10,18
310044,2015,3,15
310044,2016,3,15
310045,2013,9,16
310045,2014,3,16
310045,2015,8,15
310045,2016,8,15
310047,2013,22,20
310047,2014,18,19
310047,2015,18,16
310047,2016,18,16
310048,2013,23,18
310048,2014,14,18
310048,2015,2,15
310048,2016,2,15
310050,2013,11,16
310050,2014,14,17
310050,2015,10,15
310050,2016,10,15
310051,2013,12,15
310051,2014,1,14
310051,2015,1,12
310051,2016,1,12
310052,2013,26,17
310052,2014,12,16
310052,2015,2,14
310052,2016,2,14
310054,2013,7,14
310054,2014,31,18
310054,2015,18,18
310054,2016,18,18
310057,2013,0,12
310057,2014,5,10
310057,2015,8,11
310057,2016,8,11
310058,2014,18,8
310058,2015,Not Available,Not Available
310058,2016,Not Available,Not Available
310060,2013,36,19
310060,2014,5,17
310060,2015,10,16
310060,2016,10,16
310061,2013,4,9
310061,2014,18,8
310061,2015,10,3
310061,2016,10,3
310064,2013,11,13
310064,2014,18,15
310064,2015,12,14
310064,2016,12,14
310069,2013,26,17
310069,2014,38,19
310069,2015,26,19
310069,2016,26,19
310070,2013,10,16
310070,2014,23,19
310070,2015,28,19
310070,2016,28,19
310073,2013,17,18
310073,2014,6,17
310073,2015,4,17
310073,2016,4,17
310074,2013,0,14
310074,2014,9,15
310074,2015,7,13
310074,2016,7,13
310075,2013,27,17
310075,2014,7,16
310075,2015,14,17
310075,2016,14,17
310076,2013,7,15
310076,2014,14,17
310076,2015,25,16
310076,2016,25,16
310081,2013,13,17
310081,2014,12,15
310081,2015,4,12
310081,2016,4,12
310083,2013,2,9
310083,2014,25,11
310083,2015,12,9
310083,2016,12,9
310084,2013,5,14
310084,2014,4,13
310084,2015,0,10
310084,2016,0,10
310086,2013,7,15
310086,2014,14,15
310086,2015,25,15
310086,2016,25,15
310091,2013,32,16
310091,2014,24,15
310091,2015,10,14
310091,2016,10,14
310092,2013,5,16
310092,2014,11,16
310092,2015,5,13
310092,2016,5,13
310096,2013,5,9
310096,2014,6,8
310096,2015,2,11
310096,2016,2,11
310108,2013,19,13
310108,2014,10,12
310108,2015,0,13
310108,2016,0,13
310110,2013,32,19
310110,2014,15,16
310110,2015,8,16
310110,2016,8,16
310111,2013,30,19
310111,2014,37,20
310111,2015,16,17
310111,2016,16,17
310112,2013,13,13
310112,2014,17,13
310112,2015,18,11
310112,2016,18,11
310113,2013,16,18
310113,2014,10,15
310113,2015,5,11
310113,2016,5,11
310115,2013,2,13
310115,2014,9,11
310115,2015,3,9
310115,2016,3,9
310118,2013,10,14
310118,2014,3,11
310118,2015,1,10
310118,2016,1,10
310119,2013,1,11
310130,2015,7,15
310130,2016,7,15
320001,2013,16,14
320001,2014,6,13
320001,2015,8,13
320001,2016,8,13
320002,2013,3,8
320002,2014,5,6
320002,2015,12,9
320002,2016,12,9
320003,2013,26,18
320003,2014,2,13
320003,2015,3,12
320003,2016,3,12
320004,2013,16,15
320004,2014,4,14
320005,2013,37,19
320005,2014,16,17
320005,2015,5,15
320005,2016,5,15
320006,2013,7,12
320006,2014,16,11
320006,2015,10,12
320006,2016,10,12
320009,2013,16,14
320009,2014,2,15
320009,2015,14,14
320009,2016,14,14
320011,2013,26,18
320011,2014,9,14
320011,2015,7,11
320011,2016,7,11
320013,2013,9,17
320013,2014,16,15
320013,2015,14,17
320013,2016,14,17
320016,2013,23,19
320016,2014,20,19
320016,2015,12,18
320016,2016,12,18
320017,2013,15,17
320017,2014,13,16
320017,2015,8,16
320017,2016,8,16
320018,2013,17,14
320018,2014,2,14
320018,2015,10,14
320018,2016,10,14
320021,2013,17,18
320021,2014,6,18
320021,2015,1,16
320021,2016,1,16
320022,2013,36,18
320022,2014,19,15
320022,2015,25,18
320022,2016,25,18
320030,2014,19,19
320030,2015,37,20
320030,2016,37,20
320033,2013,18,15
320033,2014,27,17
320033,2015,38,17
320033,2016,38,17
320038,2013,2,16
320038,2014,15,15
320038,2015,5,13
320038,2016,5,13
320059,2013,15,15
320059,2014,6,9
320059,2015,11,10
320059,2016,11,10
320061,2013,4,12
320061,2014,4,8
320061,2015,7,5
320061,2016,7,5
320063,2013,19,16
320063,2014,10,14
320063,2015,1,11
320063,2016,1,11
320065,2013,5,15
320065,2014,11,15
320065,2015,4,12
320065,2016,4,12
320074,2013,31,15
320074,2014,44,19
320074,2015,35,19
320074,2016,35,19
320084,2015,6,14
320084,2016,6,14
320085,2013,9,16
320085,2014,19,18
320085,2015,1,16
320085,2016,1,16
320086,2013,34,18
320086,2014,22,19
320086,2015,17,18
320086,2016,17,18
320089,2014,28,18
320089,2015,7,16
320089,2016,7,16
330003,2013,12,14
330003,2014,0,9
330003,2015,4,10
330003,2016,4,10
330004,2013,0,6
330004,2014,9,8
330004,2015,1,8
330004,2016,1,8
330005,2013,3,9
330005,2014,5,9
330005,2015,3,8
330005,2016,3,8
330006,2013,6,12
330006,2014,4,6
330006,2015,1,4
330006,2016,1,4
330008,2013,31,17
330008,2014,5,15
330008,2015,1,14
330008,2016,1,14
330009,2013,4,6
330009,2014,28,12
330009,2015,5,10
330009,2016,5,10
330011,2013,18,17
330011,2014,12,18
330011,2015,3,16
330011,2016,3,16
330013,2013,6,10
330013,2014,4,11
330013,2015,5,7
330013,2016,5,7
330014,2013,2,4
330014,2014,10,6
330014,2015,7,7
330014,2016,7,7
330019,2013,24,13
330019,2014,8,12
330019,2015,14,16
330019,2016,14,16
330023,2013,2,15
330023,2014,27,16
330023,2015,17,14
330023,2016,17,14
330024,2013,31,18
330024,2014,21,19
330024,2015,10,15
330024,2016,10,15
330027,2013,5,7
330027,2014,0,3
330027,2015,0,0
330027,2016,0,0
330028,2013,4,7
330028,2014,2,7
330028,2015,2,8
330028,2016,2,8
330030,2013,33,19
330030,2014,18,16
330030,2015,11,15
330030,2016,11,15
330033,2013,12,14
330033,2014,4,13
330033,2015,11,10
330033,2016,11,10
330043,2013,9,15
330043,2014,16,15
330043,2015,2,11
330043,2016,2,11
330044,2013,6,12
330044,2014,21,15
330044,2015,8,8
330044,2016,8,8
330045,2013,31,17
330045,2014,17,18
330045,2015,9,14
330045,2016,9,14
330046,2013,9,8
330046,2014,3,6
330046,2015,2,7
330046,2016,2,7
330047,2013,20,16
330047,2014,11,17
330047,2015,5,13
330047,2016,5,13
330049,2013,42,17
330049,2014,36,15
330049,2015,35,16
330049,2016,35,16
330053,2013,1,14
330053,2014,14,15
330055,2013,20,15
330055,2014,12,15
330055,2015,1,13
330055,2016,1,13
330056,2013,9,9
330056,2014,19,11
330056,2015,12,9
330056,2016,12,9
330057,2013,7,11
330057,2014,21,10
330057,2015,17,13
330057,2016,17,13
330058,2013,21,14
330058,2014,17,15
330058,2015,10,15
330058,2016,10,15
330059,2013,17,18
330059,2014,6,14
330059,2015,7,15
330059,2016,7,15
330061,2013,9,16
330061,2014,2,16
330061,2015,1,15
330061,2016,1,15
330064,2013,1,5
330065,2013,2,12
330065,2014,10,10
330065,2015,0,9
330065,2016,0,9
330067,2013,14,18
330067,2014,7,14
330073,2013,4,11
330073,2014,6,11
330073,2015,13,14
330073,2016,13,14
330074,2013,25,16
330074,2014,11,16
330074,2015,6,14
330074,2016,6,14
330078,2013,23,13
330078,2014,19,15
330078,2015,7,13
330078,2016,7,13
330079,2013,35,20
330079,2014,43,20
330079,2015,69,20
330079,2016,69,20
330080,2013,3,9
330080,2014,2,9
330080,2015,11,7
330080,2016,11,7
330084,2013,12,13
330084,2014,12,10
330084,2015,6,12
330084,2016,6,12
330085,2013,10,15
330085,2014,5,13
330085,2015,21,16
330085,2016,21,16
330086,2013,4,11
330086,2014,12,12
330086,2015,5,10
330086,2016,5,10
330088,2013,21,19
330088,2014,31,20
330088,2015,15,18
330088,2016,15,18
330090,2013,18,17
330090,2014,9,13
330094,2013,15,10
330094,2014,10,12
330094,2015,5,10
330094,2016,5,10
330096,2013,29,17
330096,2014,27,17
330096,2015,21,19
330096,2016,21,19
330101,2013,14,16
330101,2014,7,16
330101,2015,1,14
330101,2016,1,14
330102,2013,29,14
330102,2014,19,15
330102,2015,15,13
330102,2016,15,13
330103,2013,0,13
330103,2014,15,14
330103,2015,11,16
330103,2016,11,16
330104,2013,6,14
330104,2014,1,12
330104,2015,3,10
330104,2016,3,10
330106,2013,15,17
330106,2014,26,17
330106,2015,3,16
330106,2016,3,16
330107,2013,6,9
330107,2014,12,9
330107,2015,3,9
330107,2016,3,9
330108,2013,3,14
330108,2014,9,12
330108,2015,16,13
330108,2016,16,13
330111,2014,7,16
330111,2015,9,15
330111,2016,9,15
330115,2013,7,17
330115,2014,21,17
330115,2015,25,19
330115,2016,25,19
330119,2013,1,14
330119,2014,4,12
330119,2015,3,11
330119,2016,3,11
330125,2013,26,14
330125,2014,18,12
330125,2015,12,10
330125,2016,12,10
330126,2013,12,14
330126,2014,42,18
330126,2015,17,16
330126,2016,17,16
330127,2013,12,9
330127,2014,1,8
330127,2015,5,9
330127,2016,5,9
330128,2013,1,7
330128,2014,3,7
330128,2015,8,8
330128,2016,8,8
330132,2013,14,10
330132,2014,34,15
330135,2013,13,15
330135,2014,21,16
330135,2015,3,10
330135,2016,3,10
330136,2013,12,14
330136,2014,8,12
330136,2015,17,12
330136,2016,17,12
330140,2013,28,17
330140,2014,30,15
330140,2015,10,14
330140,2016,10,14
330141,2013,0,7
330141,2014,7,7
330141,2015,11,11
330141,2016,11,11
330144,2014,Not Available,Not Available
330144,2015,41,14
330144,2016,41,14
330151,2013,18,14
330151,2014,29,14
330151,2015,20,13
330151,2016,20,13
330153,2013,17,12
330153,2014,13,13
330153,2015,5,7
330153,2016,5,7
330157,2013,21,17
330157,2014,18,17
330157,2015,7,14
330157,2016,7,14
330158,2013,1,11
330158,2014,1,7
330158,2015,2,5
330158,2016,2,5
330160,2013,5,12
330160,2014,1,9
