ProviderId,DataYear,BaseScore,ConsistencyScore
100180,2016,2,14
100181,2014,5,12
100181,2015,45,16
100181,2016,45,16
100183,2013,23,14
100183,2014,12,15
100183,2015,14,14
100183,2016,14,14
100187,2013,13,15
100187,2014,4,12
100187,2015,3,12
100187,2016,3,12
100189,2013,8,13
100189,2014,3,12
100189,2015,10,13
100189,2016,10,13
100191,2013,2,16
100191,2014,17,16
100191,2015,15,16
100191,2016,15,16
100200,2013,11,15
100200,2014,27,17
100200,2015,17,15
100200,2016,17,15
100204,2013,3,16
100204,2014,2,16
100204,2015,5,15
100204,2016,5,15
100206,2013,31,15
100206,2014,8,16
100206,2015,0,7
100206,2016,0,7
100209,2013,19,17
100209,2014,6,16
100209,2015,1,13
100209,2016,1,13
100211,2013,4,12
100211,2014,0,11
100211,2015,18,12
100211,2016,18,12
100212,2013,9,16
100212,2014,4,15
100212,2015,2,14
100212,2016,2,14
100213,2013,2,13
100213,2014,1,13
100213,2015,14,13
100213,2016,14,13
100217,2013,14,17
100217,2014,0,12
100217,2015,0,10
100217,2016,0,10
100220,2013,11,12
100220,2014,8,12
100223,2013,6,16
100223,2014,9,16
100223,2015,6,16
100223,2016,6,16
100224,2013,2,13
100224,2014,4,12
100224,2015,3,11
100224,2016,3,11
100226,2013,7,16
100226,2014,10,15
100226,2015,15,14
100226,2016,15,14
100228,2013,8,16
100228,2014,3,13
100228,2015,6,14
100228,2016,6,14
100230,2013,25,18
100230,2014,30,18
100230,2015,33,15
100230,2016,33,15
100231,2013,14,18
100231,2014,14,19
100231,2015,17,18
100231,2016,17,18
100232,2013,13,17
100232,2014,4,14
100232,2015,2,9
100232,2016,2,9
100234,2013,17,18
100234,2014,5,17
100234,2015,1,15
100234,2016,1,15
100236,2013,8,12
100236,2014,14,10
100236,2015,0,7
100236,2016,0,7
100238,2013,3,15
100238,2014,6,12
100238,2015,1,13
100238,2016,1,13
100239,2013,7,16
100239,2014,8,16
100242,2013,9,18
100242,2014,5,14
100242,2015,2,12
100242,2016,2,12
100243,2013,7,16
100243,2014,0,13
100243,2015,1,12
100243,2016,1,12
100244,2013,14,14
100244,2014,6,13
100244,2015,2,15
100244,2016,2,15
100246,2013,4,14
100246,2014,0,14
100246,2015,5,10
100246,2016,5,10
100248,2013,8,16
100248,2014,4,14
100248,2015,8,14
100248,2016,8,14
100249,2013,9,14
100249,2014,2,6
100249,2015,4,7
100249,2016,4,7
100252,2013,31,20
100252,2014,14,17
100252,2015,6,15
100252,2016,6,15
100253,2013,13,15
100253,2014,27,19
100253,2015,19,16
100253,2016,19,16
100254,2013,11,18
100254,2014,7,15
100254,2015,11,15
100254,2016,11,15
100255,2013,25,18
100255,2014,5,14
100255,2015,0,7
100255,2016,0,7
100256,2013,3,14
100256,2014,2,13
100256,2015,1,11
100256,2016,1,11
100258,2013,1,8
100258,2014,10,8
100258,2015,3,4
100258,2016,3,4
100259,2013,14,13
100259,2014,1,13
100259,2015,0,11
100259,2016,0,11
100260,2013,23,17
100260,2014,3,15
100260,2015,5,16
100260,2016,5,16
100264,2013,14,15
100264,2014,10,15
100264,2015,8,14
100264,2016,8,14
100265,2013,20,15
100265,2014,22,15
100265,2015,21,15
100265,2016,21,15
100266,2013,43,20
100266,2014,52,20
100266,2015,60,20
100266,2016,60,20
100267,2013,13,18
100267,2014,0,15
100267,2015,8,17
100267,2016,8,17
100268,2013,9,14
100268,2014,6,8
100268,2015,12,12
100268,2016,12,12
100269,2013,1,14
100269,2014,0,13
100269,2015,3,11
100269,2016,3,11
100275,2013,4,11
100275,2014,8,10
100275,2015,3,10
100275,2016,3,10
100276,2013,12,13
100276,2014,12,13
100276,2015,9,14
100276,2016,9,14
100281,2013,20,19
100281,2014,17,16
100281,2015,24,17
100281,2016,24,17
100284,2013,13,16
100284,2015,24,15
100284,2016,24,15
100285,2013,45,20
100285,2014,35,20
100285,2015,36,19
100285,2016,36,19
100286,2013,3,15
100286,2014,6,13
100286,2015,2,12
100286,2016,2,12
100287,2013,11,17
100287,2014,4,15
100287,2015,6,14
100287,2016,6,14
100288,2013,6,15
100288,2014,8,15
100288,2015,0,11
100288,2016,0,11
100289,2013,23,18
100289,2014,36,20
100289,2015,34,20
100289,2016,34,20
100290,2013,0,10
100290,2014,9,10
100290,2015,12,11
100290,2016,12,11
100291,2013,0,8
100291,2014,6,8
100291,2015,21,8
100291,2016,21,8
100292,2013,47,20
100292,2014,45,20
100292,2015,55,20
100292,2016,55,20
100296,2013,54,20
100296,2014,51,20
100296,2015,17,17
100296,2016,17,17
100299,2013,7,14
100299,2014,17,14
100299,2015,14,15
100299,2016,14,15
100302,2013,6,12
100302,2014,4,8
100302,2015,6,6
100302,2016,6,6
100307,2013,13,15
100307,2014,22,19
100307,2015,10,14
100307,2016,10,14
100313,2014,80,20
100313,2015,72,20
100313,2016,72,20
100314,2013,64,20
100314,2014,58,20
100314,2015,29,15
100314,2016,29,15
100315,2013,29,18
100315,2014,64,20
100315,2015,60,20
100315,2016,60,20
100316,2013,16,11
100316,2014,36,15
100316,2015,28,18
100316,2016,28,18
100319,2014,45,20
100319,2015,50,20
100319,2016,50,20
100320,2015,10,15
100320,2016,10,15
100321,2015,18,16
100321,2016,18,16
100322,2015,0,0
100322,2016,0,0
110001,2013,22,18
110001,2014,16,17
110001,2015,4,14
110001,2016,4,14
110002,2013,69,20
110002,2014,60,19
110002,2015,55,20
110002,2016,55,20
110003,2013,55,19
110003,2014,28,20
110003,2015,26,20
110003,2016,26,20
110004,2013,19,19
110004,2014,19,18
110004,2015,11,18
110004,2016,11,18
110005,2013,24,19
110005,2014,23,19
110005,2015,29,19
110005,2016,29,19
110006,2013,52,20
110006,2014,41,20
110006,2015,27,20
110006,2016,27,20
110007,2013,23,16
110007,2014,21,18
110007,2015,8,16
110007,2016,8,16
110008,2013,2,16
110008,2014,18,17
110008,2015,16,17
110008,2016,16,17
110010,2013,41,20
110010,2014,49,20
110010,2015,39,20
110010,2016,39,20
110011,2013,62,20
110011,2014,67,20
110011,2015,45,20
110011,2016,45,20
110015,2013,65,20
110015,2014,38,19
110015,2015,29,18
110015,2016,29,18
110016,2013,29,19
110016,2014,37,20
110016,2015,42,20
110016,2016,42,20
110018,2013,10,19
110018,2014,15,17
110018,2015,8,16
110018,2016,8,16
110023,2013,50,20
110023,2014,59,20
110023,2015,64,20
110023,2016,64,20
110024,2013,12,15
110024,2014,21,15
110024,2015,5,12
110024,2016,5,12
110025,2013,26,19
110025,2014,29,19
110025,2015,25,19
110025,2016,25,19
110026,2013,25,18
110026,2014,37,15
110026,2015,56,19
110026,2016,56,19
110027,2013,31,20
110027,2014,39,20
110027,2015,15,14
110027,2016,15,14
110028,2013,31,20
110028,2014,33,18
110028,2015,14,14
110028,2016,14,14
110029,2013,41,20
110029,2014,22,19
110029,2015,9,19
110029,2016,9,19
110030,2013,8,17
110030,2014,1,14
110030,2015,22,16
110030,2016,22,16
110031,2013,28,20
110031,2014,15,18
110031,2015,7,15
110031,2016,7,15
110032,2013,32,20
110032,2014,48,20
110032,2015,15,17
110032,2016,15,17
110034,2013,8,16
110034,2014,4,14
110034,2015,1,8
110034,2016,1,8
110035,2013,14,19
110035,2014,14,19
110035,2015,7,19
110035,2016,7,19
110036,2013,32,19
110036,2014,11,13
110036,2015,1,13
110036,2016,1,13
110038,2013,37,20
110038,2014,33,20
110038,2015,24,19
110038,2016,24,19
110039,2013,30,20
110039,2014,21,20
110039,2015,17,18
110039,2016,17,18
110040,2013,14,17
110040,2014,29,18
110040,2015,47,20
110040,2016,47,20
110041,2013,29,19
110041,2014,36,20
110041,2015,32,20
110041,2016,32,20
110042,2013,40,20
110042,2014,12,18
110042,2015,19,17
110042,2016,19,17
110043,2013,17,15
110043,2014,27,19
110043,2015,2,12
110043,2016,2,12
110044,2013,42,19
110044,2014,25,18
110044,2015,16,18
110044,2016,16,18
110045,2013,0,8
110045,2014,13,7
110045,2015,23,10
110045,2016,23,10
110046,2013,0,11
110046,2014,28,14
110046,2015,18,13
110046,2016,18,13
110050,2015,Not Available,Not Available
110050,2016,Not Available,Not Available
110051,2013,44,20
110051,2014,42,20
110051,2015,43,20
110051,2016,43,20
110054,2013,29,20
110054,2014,24,19
110054,2015,25,20
110054,2016,25,20
110064,2013,10,14
110064,2014,6,14
110064,2015,1,14
110064,2016,1,14
110069,2013,21,19
110069,2014,11,18
110069,2015,18,18
110069,2016,18,18
110071,2014,11,11
110071,2015,20,13
110071,2016,20,13
110073,2014,8,13
110073,2015,15,13
110073,2016,15,13
110074,2013,25,19
110074,2014,32,20
110074,2015,8,18
110074,2016,8,18
110075,2013,7,15
110075,2014,4,12
110075,2015,8,14
110075,2016,8,14
110076,2013,19,16
110076,2014,2,13
110076,2015,1,13
110076,2016,1,13
110078,2013,25,19
110078,2014,20,18
110078,2015,12,16
110078,2016,12,16
110079,2013,20,11
110079,2014,16,14
110079,2015,12,12
110079,2016,12,12
110082,2013,25,18
110082,2014,22,17
110082,2015,24,18
110082,2016,24,18
110083,2013,23,19
110083,2014,9,18
110083,2015,12,18
110083,2016,12,18
110086,2013,45,20
110086,2014,25,16
110086,2015,30,15
110086,2016,30,15
110087,2013,6,17
110087,2014,17,19
110087,2015,7,16
110087,2016,7,16
110089,2013,63,20
110089,2014,50,20
110089,2015,51,20
110089,2016,51,20
110091,2013,6,17
110091,2014,3,15
110091,2015,1,11
110091,2016,1,11
110092,2013,15,17
110092,2014,42,18
110092,2015,35,18
110092,2016,35,18
110095,2013,23,19
110095,2014,41,20
110095,2015,22,18
110095,2016,22,18
110100,2014,37,17
110101,2014,29,15
110101,2015,Not Available,Not Available
110101,2016,Not Available,Not Available
110104,2013,20,14
110104,2014,9,14
110104,2015,14,13
110104,2016,14,13
110105,2013,8,13
110105,2014,22,17
110105,2015,36,18
110105,2016,36,18
110107,2013,24,19
110107,2014,2,16
110107,2015,11,18
110107,2016,11,18
110109,2013,50,20
110109,2014,46,18
110109,2015,69,20
110109,2016,69,20
110111,2013,53,20
110111,2014,34,15
110111,2015,43,17
110111,2016,43,17
110113,2015,Not Available,Not Available
110113,2016,Not Available,Not Available
110115,2013,8,18
110115,2014,6,16
110115,2015,0,12
110115,2016,0,12
110121,2013,30,19
110121,2014,54,20
110121,2015,59,20
110121,2016,59,20
110122,2013,30,18
110122,2014,24,19
110122,2015,25,20
110122,2016,25,20
110124,2013,19,19
110124,2014,12,18
110124,2015,11,18
110124,2016,11,18
110125,2013,25,19
110125,2014,27,20
110125,2015,17,19
110125,2016,17,19
110128,2013,67,20
110128,2014,28,19
110128,2015,33,20
110128,2016,33,20
110129,2013,21,18
110129,2014,22,20
110129,2015,24,18
110129,2016,24,18
110130,2013,46,17
110130,2014,22,19
110130,2015,14,13
110130,2016,14,13
110132,2013,33,19
110132,2014,25,17
110132,2015,33,20
110132,2016,33,20
110135,2013,25,15
110135,2014,34,20
110135,2015,19,17
110135,2016,19,17
110142,2014,42,18
110142,2015,41,14
110142,2016,41,14
110143,2013,15,17
110143,2014,0,15
110143,2015,2,12
110143,2016,2,12
110146,2013,17,19
110146,2014,26,20
110146,2015,34,19
110146,2016,34,19
110150,2013,8,16
110150,2014,27,19
110150,2015,42,20
110150,2016,42,20
110153,2013,51,20
110153,2014,57,20
110153,2015,39,19
110153,2016,39,19
110161,2013,30,20
110161,2014,28,20
110161,2015,26,20
110161,2016,26,20
110164,2013,15,18
110164,2014,19,18
110164,2015,14,14
110164,2016,14,14
110165,2013,4,12
110165,2014,2,11
110165,2015,0,11
110165,2016,0,11
110168,2013,43,20
110168,2014,30,20
110168,2015,25,19
110168,2016,25,19
110177,2013,14,17
110177,2014,8,18
110177,2015,8,15
110177,2016,8,15
110183,2013,24,14
110183,2014,12,13
110184,2013,36,18
110184,2014,35,20
110184,2015,7,17
110184,2016,7,17
110186,2013,17,18
110186,2014,34,20
110187,2013,12,17
110187,2014,9,14
110187,2015,12,16
110187,2016,12,16
110189,2013,47,20
110189,2014,22,20
110189,2015,22,17
110189,2016,22,17
110191,2013,13,15
110191,2014,1,13
110191,2015,0,13
110191,2016,0,13
110192,2013,0,11
110192,2014,2,11
110192,2015,0,10
110192,2016,0,10
110194,2013,49,16
110194,2014,33,13
110194,2015,47,16
110194,2016,47,16
110198,2013,3,15
110198,2014,6,14
110198,2015,3,14
110198,2016,3,14
110200,2013,75,20
110200,2014,80,20
110200,2015,78,20
110200,2016,78,20
110201,2013,18,16
110201,2014,22,19
110201,2015,14,15
110201,2016,14,15
110205,2014,14,10
110205,2015,30,13
110205,2016,30,13
110215,2013,14,19
110215,2014,8,18
110215,2015,1,14
110215,2016,1,14
110225,2013,38,20
110225,2014,18,18
110225,2015,3,16
110225,2016,3,16
110226,2013,18,16
110226,2014,9,16
110226,2015,14,14
110226,2016,14,14
110229,2013,20,17
110229,2014,22,18
110229,2015,22,19
110229,2016,22,19
110230,2013,14,17
110230,2014,27,18
110230,2015,34,19
110230,2016,34,19
110233,2014,69,20
110233,2015,79,20
110233,2016,79,20
120001,2013,10,18
120001,2014,15,17
120001,2015,25,19
120001,2016,25,19
120002,2013,21,14
120002,2014,18,16
120002,2015,5,13
120002,2016,5,13
120004,2013,13,8
120004,2014,17,10
120004,2015,14,9
120004,2016,14,9
120005,2013,22,15
120005,2014,26,15
120005,2015,10,12
120005,2016,10,12
120006,2013,38,20
120006,2014,62,20
120006,2015,41,20
120006,2016,41,20
120007,2013,16,13
120007,2014,8,11
120007,2015,15,16
120007,2016,15,16
120011,2013,30,19
120011,2014,33,19
120011,2015,45,20
120011,2016,45,20
120014,2013,48,20
120014,2014,49,20
120014,2015,42,20
120014,2016,42,20
120019,2013,7,13
120019,2015,3,5
120019,2016,3,5
120022,2013,52,20
120022,2014,57,20
120022,2015,43,20
120022,2016,43,20
120026,2013,33,20
120026,2014,36,20
120026,2015,49,20
120026,2016,49,20
120028,2013,26,18
120028,2014,28,19
120028,2015,21,18
120028,2016,21,18
130002,2013,36,19
130002,2014,42,20
130002,2015,25,19
130002,2016,25,19
130003,2013,26,19
130003,2014,20,18
130003,2015,26,16
130003,2016,26,16
130006,2013,26,20
130006,2014,38,20
130006,2015,34,20
130006,2016,34,20
130007,2013,19,19
130007,2014,9,17
130007,2015,9,15
130007,2016,9,15
130013,2013,20,18
130013,2014,9,15
130013,2015,12,17
130013,2016,12,17
130014,2013,16,19
130014,2014,22,20
130014,2015,20,19
130014,2016,20,19
130018,2013,11,16
130018,2014,4,13
130018,2015,5,13
130018,2016,5,13
130025,2013,42,20
130025,2014,9,15
130025,2015,11,17
130025,2016,11,17
130028,2013,10,17
130028,2014,11,17
130028,2015,11,16
130028,2016,11,16
130049,2013,25,17
130049,2014,6,10
130049,2015,4,13
130049,2016,4,13
130063,2013,79,20
130063,2014,69,19
130063,2015,69,20
130063,2016,69,20
130065,2013,26,20
130065,2014,14,18
130065,2015,10,16
130065,2016,10,16
130066,2013,80,20
130066,2014,76,20
130066,2015,80,20
130066,2016,80,20
140001,2013,26,19
140001,2014,29,19
140001,2015,37,20
140001,2016,37,20
140002,2013,27,20
140002,2014,28,20
140002,2015,31,20
140002,2016,31,20
140007,2013,31,19
140007,2014,8,15
140007,2015,11,14
140007,2016,11,14
140008,2013,23,18
140008,2014,1,14
140008,2015,0,15
140008,2016,0,15
140010,2013,16,18
140010,2014,12,17
140010,2015,1,16
140010,2016,1,16
140011,2013,33,20
140011,2014,32,20
140011,2015,42,20
140011,2016,42,20
140012,2013,42,20
140012,2014,25,20
140012,2015,39,20
140012,2016,39,20
140013,2013,14,14
140013,2014,12,15
140013,2015,16,15
140013,2016,16,15
140015,2013,38,20
140015,2014,30,16
140015,2015,29,19
140015,2016,29,19
140018,2013,0,6
140018,2014,24,14
140018,2015,9,10
140018,2016,9,10
140019,2014,Not Available,Not Available
140019,2015,Not Available,Not Available
140019,2016,Not Available,Not Available
140026,2013,23,17
140026,2014,36,19
140026,2015,31,16
140026,2016,31,16
140029,2013,23,16
140029,2014,26,19
140029,2015,21,19
140029,2016,21,19
140030,2013,29,19
140030,2014,26,17
140030,2015,23,18
140030,2016,23,18
140032,2013,12,19
140032,2014,22,19
140032,2015,20,19
140032,2016,20,19
140034,2013,69,20
140034,2014,60,20
140034,2015,41,20
140034,2016,41,20
140040,2013,13,16
140040,2014,38,19
140040,2015,23,15
140040,2016,23,15
140043,2013,38,20
140043,2014,40,20
140043,2015,30,20
140043,2016,30,20
140046,2013,39,19
140046,2014,44,20
140046,2015,14,17
140046,2016,14,17
140048,2013,25,17
140048,2014,24,18
140048,2015,6,15
140048,2016,6,15
140049,2013,20,19
140049,2014,8,16
140049,2015,5,13
140049,2016,5,13
140051,2013,23,16
140052,2013,29,20
140052,2014,23,19
140052,2015,41,20
140052,2016,41,20
140053,2013,7,17
140053,2014,26,18
140053,2015,26,19
140053,2016,26,19
140054,2013,23,18
140054,2014,6,13
140058,2013,15,19
140058,2014,32,18
140058,2015,10,18
140058,2016,10,18
140059,2013,42,20
140059,2014,33,19
140059,2015,40,20
140059,2016,40,20
140062,2013,7,10
140062,2014,19,15
140062,2015,26,17
140062,2016,26,17
140063,2013,24,18
140063,2014,38,20
140063,2015,27,17
140063,2016,27,17
140064,2013,49,20
140064,2014,51,20
140064,2015,35,18
140064,2016,35,18
140065,2013,33,19
140065,2014,49,20
140065,2015,37,20
140065,2016,37,20
140067,2013,32,20
140067,2014,30,20
140067,2015,23,19
140067,2016,23,19
140068,2013,5,7
140068,2014,0,4
140068,2015,9,0
140068,2016,9,0
140077,2013,32,18
140077,2014,13,17
140077,2015,22,17
140077,2016,22,17
140080,2013,9,15
140080,2014,10,15
140080,2015,31,19
140080,2016,31,19
140082,2013,9,17
140082,2014,1,12
140082,2015,0,12
140082,2016,0,12
140083,2013,28,10
140083,2014,Not Available,Not Available
140083,2015,Not Available,Not Available
140083,2016,Not Available,Not Available
140084,2013,20,16
140084,2014,13,14
140084,2015,2,12
140084,2016,2,12
140088,2013,9,10
140088,2014,11,16
140088,2015,22,17
140088,2016,22,17
140089,2013,52,19
140089,2014,41,19
140089,2015,25,18
140089,2016,25,18
140091,2013,28,18
140091,2014,26,19
140091,2015,29,19
140091,2016,29,19
140093,2013,18,18
140093,2014,50,20
140093,2015,32,20
140093,2016,32,20
140095,2013,24,16
140095,2014,3,10
140095,2015,2,10
140095,2016,2,10
140100,2013,67,20
140100,2014,59,20
140100,2015,67,20
140100,2016,67,20
140101,2013,31,20
140101,2014,67,20
140101,2015,38,20
140101,2016,38,20
140103,2013,2,6
140103,2014,3,7
140103,2015,5,5
140103,2016,5,5
140110,2013,45,20
140110,2014,47,20
140110,2015,44,19
140110,2016,44,19
140113,2013,6,16
140113,2014,17,18
140113,2015,27,18
140113,2016,27,18
140114,2013,25,17
140114,2014,11,15
140114,2015,5,13
140114,2016,5,13
140115,2013,18,10
140115,2014,9,9
140115,2015,9,9
140115,2016,9,9
140116,2013,32,17
140116,2014,15,16
140116,2015,11,14
140116,2016,11,14
140117,2013,33,18
140117,2014,9,18
140117,2015,7,14
140117,2016,7,14
140118,2013,20,17
140118,2014,17,18
140118,2015,1,16
140118,2016,1,16
140119,2013,27,20
140119,2014,35,20
140119,2015,32,20
140119,2016,32,20
140120,2013,22,17
140120,2014,17,18
140120,2015,40,20
140120,2016,40,20
140122,2013,28,18
140122,2014,39,20
140122,2015,33,20
140122,2016,33,20
140124,2013,14,12
140124,2014,0,7
140124,2015,4,7
140124,2016,4,7
140125,2013,12,15
140125,2014,14,16
140125,2015,5,14
140125,2016,5,14
140127,2013,39,20
140127,2014,37,20
140127,2015,28,20
140127,2016,28,20
140130,2013,25,19
140130,2014,2,14
140130,2015,2,14
140130,2016,2,14
140133,2013,32,14
140133,2014,1,12
140133,2015,3,10
140133,2016,3,10
140135,2013,21,18
140135,2014,17,18
140135,2015,22,19
140135,2016,22,19
140137,2013,19,18
140137,2014,25,19
140137,2015,31,19
140137,2016,31,19
140143,2013,46,20
140143,2014,47,20
140143,2015,52,20
140143,2016,52,20
140145,2013,76,20
140145,2014,79,20
140145,2015,79,20
140145,2016,79,20
140147,2013,38,20
140147,2014,48,20
140147,2015,52,20
140147,2016,52,20
140148,2013,27,17
140148,2014,26,17
140148,2015,8,15
140148,2016,8,15
140150,2013,11,17
140150,2014,0,13
140150,2015,2,13
140150,2016,2,13
140151,2013,3,6
140155,2013,32,20
140155,2014,40,20
140155,2015,13,18
140155,2016,13,18
140158,2013,17,18
140158,2014,13,16
140158,2015,5,14
140158,2016,5,14
140160,2013,22,17
140160,2014,12,17
140160,2015,10,17
140160,2016,10,17
140161,2013,38,20
140161,2014,46,20
140161,2015,52,20
140161,2016,52,20
140162,2013,43,20
140162,2014,51,20
140162,2015,40,20
140162,2016,40,20
140164,2013,20,18
140164,2014,20,20
140164,2015,19,20
140164,2016,19,20
140166,2013,8,15
140166,2014,26,17
140166,2015,13,17
140166,2016,13,17
140167,2013,41,19
140167,2014,29,18
140167,2015,30,19
140167,2016,30,19
140172,2013,10,17
140172,2014,5,12
140172,2015,7,10
140172,2016,7,10
140174,2013,6,13
140174,2014,29,17
140174,2015,4,16
140174,2016,4,16
140176,2013,29,19
140176,2014,21,18
140176,2015,5,16
140176,2016,5,16
140177,2013,9,6
140177,2014,2,1
140179,2013,19,18
140179,2014,30,20
140179,2015,11,18
140179,2016,11,18
140180,2013,23,18
140180,2014,1,15
140180,2015,29,19
140180,2016,29,19
140181,2013,11,5
140181,2014,5,7
140181,2015,15,10
140181,2016,15,10
140182,2013,19,18
140182,2014,24,19
140182,2015,10,18
140182,2016,10,18
140184,2013,18,18
140184,2014,17,16
140184,2015,21,18
140184,2016,21,18
140185,2013,33,20
140185,2014,42,20
140185,2015,20,19
140185,2016,20,19
140186,2013,9,16
140186,2014,39,20
140186,2015,21,19
140186,2016,21,19
140187,2013,18,16
140187,2014,38,20
140187,2015,18,18
140187,2016,18,18
140189,2013,63,20
140189,2014,48,20
140189,2015,34,20
140189,2016,34,20
140191,2013,22,16
140191,2014,10,13
140191,2015,9,16
140191,2016,9,16
140197,2014,Not Available,Not Available
140200,2013,21,19
140200,2014,29,18
140200,2015,21,19
140200,2016,21,19
140202,2013,33,19
140202,2014,22,18
140202,2015,19,17
140202,2016,19,17
140206,2013,6,7
140206,2014,17,10
140206,2015,12,6
140206,2016,12,6
140208,2013,32,18
140208,2014,27,18
140208,2015,15,15
140208,2016,15,15
140209,2013,39,20
140209,2014,35,20
140209,2015,22,19
140209,2016,22,19
140210,2013,28,18
140210,2014,42,19
140210,2015,20,16
140210,2016,20,16
140211,2013,32,18
140211,2014,29,19
140211,2015,19,17
140211,2016,19,17
140213,2013,31,20
140213,2014,22,18
140213,2015,40,20
140213,2016,40,20
140217,2013,20,16
140217,2014,20,17
140217,2015,24,18
140217,2016,24,18
140223,2013,32,20
140223,2014,31,20
140223,2015,17,19
140223,2016,17,19
140224,2013,22,18
140224,2014,24,18
140224,2015,31,18
140224,2016,31,18
140228,2013,26,18
140228,2014,24,18
140228,2015,22,19
140228,2016,22,19
140231,2013,27,20
140231,2014,11,18
140231,2015,12,17
140231,2016,12,17
140233,2013,35,20
140233,2014,19,15
140233,2015,20,16
140233,2016,20,16
140234,2013,49,20
140234,2014,56,20
140234,2015,61,20
140234,2016,61,20
140239,2013,22,18
140239,2014,11,18
140239,2015,8,17
140239,2016,8,17
140240,2013,0,17
140240,2014,2,11
140240,2015,10,14
140240,2016,10,14
140242,2013,38,18
140242,2014,44,20
140242,2015,25,17
140242,2016,25,17
140250,2013,36,20
140250,2014,17,17
140250,2015,6,16
140250,2016,6,16
140251,2013,9,12
140251,2014,14,15
140251,2015,1,9
140251,2016,1,9
140252,2013,31,17
140252,2014,28,17
140252,2015,12,17
140252,2016,12,17
140258,2013,23,18
140258,2014,22,19
140258,2015,17,18
140258,2016,17,18
140275,2013,19,19
140275,2014,25,18
140275,2015,4,16
140275,2016,4,16
140276,2013,12,18
140276,2014,6,12
140276,2015,10,10
140276,2016,10,10
140280,2013,11,15
140280,2014,17,15
140280,2015,6,11
140280,2016,6,11
140281,2013,14,16
140281,2014,10,17
140281,2015,10,14
140281,2016,10,14
140286,2013,31,19
140286,2014,27,18
140286,2015,19,15
140286,2016,19,15
140288,2013,21,17
140288,2014,33,19
140288,2015,28,19
140288,2016,28,19
140289,2013,8,16
140289,2014,47,20
140289,2015,17,16
140289,2016,17,16
140290,2013,21,15
140290,2014,27,17
140290,2015,20,18
140290,2016,20,18
140291,2013,26,16
140291,2014,25,16
140291,2015,16,15
140291,2016,16,15
140292,2013,17,15
140292,2014,21,15
140292,2015,8,11
140292,2016,8,11
140294,2013,32,20
140294,2014,38,20
140294,2015,23,20
140294,2016,23,20
140300,2013,19,16
140300,2014,34,15
140300,2015,30,14
140300,2016,30,14
140304,2013,17,15
140304,2014,27,17
140304,2015,11,17
140304,2016,11,17
150001,2013,26,18
150001,2014,52,20
150001,2015,37,20
150001,2016,37,20
150002,2013,32,17
150002,2014,38,20
150002,2015,32,20
150002,2016,32,20
150003,2014,21,15
150004,2013,18,15
150004,2014,19,16
150004,2015,3,14
150004,2016,3,14
150005,2013,44,20
150005,2014,51,20
150005,2015,54,20
150005,2016,54,20
150006,2013,9,12
150006,2014,19,12
150006,2015,6,12
150006,2016,6,12
150007,2013,22,18
150007,2014,26,20
150007,2015,8,18
150007,2016,8,18
150008,2013,14,17
150008,2014,36,19
150008,2015,25,19
150008,2016,25,19
150009,2013,25,18
150009,2014,14,17
150009,2015,19,18
150009,2016,19,18
150010,2013,36,19
150010,2014,24,20
150010,2015,22,17
150010,2016,22,17
150011,2013,57,20
150011,2014,34,20
150011,2015,36,20
150011,2016,36,20
150012,2013,34,20
150012,2014,13,17
150012,2015,9,16
150012,2016,9,16
150015,2013,20,19
150015,2014,22,19
150015,2015,7,18
150015,2016,7,18
150017,2013,30,18
150017,2014,23,18
150017,2015,7,16
150017,2016,7,16
150018,2013,22,18
150018,2014,12,17
150018,2015,4,17
150018,2016,4,17
150021,2013,15,14
150021,2014,32,18
150021,2015,39,19
150021,2016,39,19
150022,2013,41,19
150022,2014,53,20
150022,2015,29,20
150022,2016,29,20
150023,2013,35,17
150023,2014,25,17
150023,2015,31,15
150023,2016,31,15
150024,2013,18,19
150024,2014,4,16
150024,2015,4,13
150024,2016,4,13
150026,2013,39,20
150026,2014,23,18
150026,2015,23,18
150026,2016,23,18
150030,2013,39,20
150030,2014,54,20
150030,2015,61,20
150030,2016,61,20
150034,2013,32,20
150034,2014,37,20
150034,2015,31,20
150034,2016,31,20
150035,2013,41,20
150035,2014,13,16
150035,2015,5,17
150035,2016,5,17
150037,2013,21,19
150037,2014,44,20
150037,2015,31,20
150037,2016,31,20
150038,2013,6,16
150038,2014,41,18
150038,2015,Not Available,Not Available
150042,2013,54,20
150042,2014,64,20
150042,2015,55,20
150042,2016,55,20
150044,2013,38,19
150044,2014,45,20
150044,2015,19,19
150044,2016,19,19
150045,2013,46,18
150045,2014,24,16
150045,2015,37,18
150045,2016,37,18
150046,2013,24,19
150046,2014,22,20
150046,2015,25,20
150046,2016,25,20
150047,2013,34,20
150047,2014,12,18
150047,2015,6,16
150047,2016,6,16
150048,2013,43,20
150048,2014,24,20
150048,2015,23,14
150048,2016,23,14
150051,2013,17,18
150051,2014,23,17
150051,2015,18,15
150051,2016,18,15
150056,2013,19,17
150056,2014,18,16
150056,2015,10,16
150056,2016,10,16
150057,2013,36,20
150057,2014,55,20
150057,2015,46,20
150057,2016,46,20
150058,2013,36,17
150058,2014,20,15
150058,2015,26,14
150058,2016,26,14
150059,2013,25,19
150059,2014,20,19
150059,2015,27,18
150059,2016,27,18
150061,2013,20,16
150061,2014,23,17
150061,2015,27,19
150061,2016,27,19
150064,2013,32,19
150064,2014,42,20
