ProviderId,DataYear,MId_60_PTId_7_ProcedureVolume,MId_60_PTId_1_ProcedureVolume,MId_60_PTId_4_ProcedureVolume,MId_60_PTId_2_ProcedureVolume,MId_60_PTId_5_ProcedureVolume,MId_60_PTId_8_ProcedureVolume,MId_60_PTId_9_ProcedureVolume,MId_60_PTId_3_ProcedureVolume,MId_60_PTId_6_ProcedureVolume
140125,2016,8,317,729,0,451,34,914,1798,126
140127,2014,NULL,217,408,0,698,NULL,1299,348,149
140127,2015,166,331,421,2,883,52,2410,434,106
140127,2016,54,136,348,1,613,159,2456,666,150
140130,2014,NULL,191,769,497,2735,NULL,2693,2744,1389
140130,2015,330,61,482,521,1099,0,177,5103,1291
140130,2016,173,362,464,504,1239,67,2761,4126,1317
140133,2014,NULL,46,222,218,589,NULL,40,952,267
140133,2015,14,243,125,208,111,8,1400,70,45
140133,2016,13,28,75,204,130,11,16,252,75
140135,2014,NULL,663,943,703,3072,NULL,1527,2367,1990
140135,2015,92,651,645,1103,2549,196,2146,1514,2907
140135,2016,59,517,1091,1064,3234,345,1903,2328,2726
140137,2014,NULL,25,262,172,90,NULL,55,1172,36
140137,2015,122,4,161,174,104,1,83,623,19
140137,2016,1,0,115,172,85,0,53,636,22
140143,2014,NULL,17,281,45,428,NULL,12,1715,457
140143,2015,8,33,426,12,350,0,9,1227,603
140143,2016,5,31,273,0,439,0,17,1400,682
140145,2014,NULL,8,216,182,374,NULL,220,2244,0
140145,2015,7,8,126,182,312,0,213,1736,114
140145,2016,27,13,96,161,223,1,94,1986,201
140147,2014,NULL,21,115,158,217,NULL,331,1161,0
140147,2015,5,81,152,231,233,7,567,812,134
140147,2016,6,81,149,161,221,4,380,734,171
140148,2014,NULL,1084,1318,294,1832,NULL,2865,4829,2525
140148,2015,198,1370,947,279,1640,400,3677,3876,2487
140148,2016,356,1333,1552,245,1532,713,2516,5483,2622
140150,2014,NULL,612,260,578,747,NULL,1087,804,230
140150,2015,201,1847,952,4430,6685,1156,5760,2988,2883
140150,2016,33,704,348,1795,1148,1,3896,707,806
140155,2014,NULL,177,263,214,1846,NULL,1356,654,1113
140155,2015,17,582,365,320,831,21,1792,524,703
140155,2016,24,629,276,259,1053,55,1204,913,826
140158,2014,NULL,361,286,299,752,NULL,76,3936,927
140158,2015,90,356,313,352,690,35,1123,2524,1191
140158,2016,145,681,285,316,713,70,1121,3607,1247
140160,2014,NULL,1287,391,985,713,NULL,979,5765,1689
140160,2015,0,445,23,1088,670,23,1585,2779,1568
140160,2016,0,487,35,1104,602,30,1913,2939,1360
140161,2014,NULL,152,311,0,435,NULL,636,962,307
140161,2015,12,12,87,0,432,0,667,668,332
140161,2016,18,21,89,0,425,0,625,510,408
140162,2014,NULL,39,205,0,63,NULL,20,120,12
140162,2015,20,31,202,0,49,0,28,179,15
140162,2016,0,60,215,0,24,2,31,205,31
140164,2014,NULL,707,79,38,88,NULL,44,755,39
140164,2015,80,639,69,38,103,124,66,733,25
140164,2016,85,641,163,116,155,248,113,435,101
140166,2014,NULL,60,33,0,11,NULL,0,7,32
140166,2015,3,125,10,0,0,0,0,0,30
140166,2016,1,114,6,0,2,0,0,1,62
140167,2014,NULL,52,111,148,81,NULL,30,517,7
140167,2015,153,37,224,157,159,2,58,498,14
140167,2016,113,31,216,166,142,0,77,485,0
140172,2014,NULL,136,400,456,904,NULL,93,4819,678
140172,2015,58,490,285,405,1010,39,1011,3201,885
140172,2016,61,565,320,448,821,73,489,4986,723
140174,2014,NULL,756,479,4,1043,NULL,222,2298,153
140174,2015,1268,33,419,0,421,15,4,1417,23
140174,2016,19,6933,204,0,332,156,221,1590,292
140176,2014,NULL,189,353,283,952,NULL,1880,3164,322
140176,2015,226,133,162,243,1029,0,687,2351,214
140176,2016,37,135,219,253,1151,51,3434,3218,560
140177,2014,NULL,198,60,37,116,NULL,10,298,0
140177,2015,140,1,42,41,214,2,59,124,0
140177,2016,212,0,27,25,150,17,124,189,0
140179,2014,NULL,1284,1448,584,2058,NULL,3587,6073,842
140179,2015,51,494,222,428,955,84,1997,3524,677
140179,2016,42,475,212,462,920,68,2008,3069,733
140180,2014,NULL,32,334,699,269,NULL,64,4163,283
140180,2015,32,45,244,661,166,0,58,3513,380
140180,2016,45,22,214,662,141,0,54,3553,246
140181,2014,NULL,31,65,66,48,NULL,0,291,0
140181,2015,0,20,67,0,0,0,0,269,0
140181,2016,0,31,56,0,47,1,0,148,0
140182,2014,NULL,624,516,1673,1507,NULL,256,4543,1805
140182,2015,104,442,562,1648,1728,29,508,3079,2419
140182,2016,197,1686,591,1523,1905,89,571,4840,2079
140184,2014,NULL,119,87,0,96,NULL,29,539,185
140184,2015,3,60,299,33,85,21,123,863,463
140184,2016,4,21,152,14,74,33,31,1288,706
140185,2014,NULL,599,564,4,1712,NULL,374,4459,7766
140185,2015,45,306,666,8,936,27,401,1480,6290
140185,2016,100,331,588,4,1099,113,960,1966,9215
140186,2014,NULL,118,401,0,1360,NULL,33,1085,2946
140186,2015,44,86,264,0,365,26,51,783,2802
140186,2016,59,657,332,0,462,60,143,799,2749
140187,2014,NULL,113,242,0,1313,NULL,650,2203,2211
140187,2015,38,96,250,0,825,2,826,729,2859
140187,2016,69,144,206,0,560,14,172,1321,4336
140189,2014,NULL,501,558,616,4275,NULL,1642,2991,2647
140189,2015,33,638,271,754,3555,49,1852,1647,2949
140189,2016,14,750,196,831,3470,100,668,3104,4560
140191,2014,NULL,67,175,101,673,NULL,61,907,734
140191,2015,2,54,256,121,701,0,55,917,830
140191,2016,0,2207,16,1,172,186,636,209,131
140197,2014,NULL,22,119,108,180,NULL,100,652,0
140197,2015,0,5,48,158,93,0,18,493,73
140197,2016,0,6,17,319,120,1,35,1038,58
140200,2014,NULL,569,1056,14,3728,NULL,8984,7429,306
140200,2015,596,460,639,19,2276,92,1739,3608,532
140200,2016,73,420,545,36,2980,426,6975,2191,498
140202,2014,NULL,783,448,516,1757,NULL,1695,5527,130
140202,2015,72,810,464,605,1541,51,2827,3753,324
140202,2016,93,1557,364,733,1174,115,3137,4681,612
140206,2014,NULL,3,77,155,48,NULL,69,416,206
140206,2015,1,29,34,269,665,6,3791,346,69
140206,2016,10,16,35,292,3060,2,5731,486,339
140208,2014,NULL,1532,678,415,2159,NULL,773,9317,4357
140208,2015,723,1488,627,453,1893,234,1474,6225,5295
140208,2016,231,4969,718,599,1988,644,1508,9755,5150
140209,2014,NULL,93,398,875,1238,NULL,710,1415,906
140209,2015,117,105,1049,1049,936,13,2278,1218,1191
140209,2016,180,51,493,984,888,81,936,1967,1714
140210,2014,NULL,0,0,12,0,NULL,4,1,0
140210,2015,213,222,319,0,311,0,73,1677,1
140210,2016,174,150,3,0,4,1,8,456,1
140211,2014,NULL,190,296,187,364,NULL,188,1296,14
140211,2015,210,124,284,37,206,11,52,1175,15
140211,2016,123,327,204,4,238,87,744,1517,685
140213,2014,NULL,413,511,649,2831,NULL,2718,7735,385
140213,2015,100,356,377,700,1661,44,2801,5118,449
140213,2016,90,347,329,732,1582,71,2687,5397,579
140217,2014,NULL,421,277,302,1049,NULL,633,1485,42
140217,2015,242,343,216,434,809,36,1216,943,166
140217,2016,38,1749,218,525,539,138,863,1282,95
140223,2014,NULL,861,2091,29,3129,NULL,470,12717,2680
140223,2015,1079,729,1976,60,3805,335,2541,8526,2044
140223,2016,366,961,1409,64,4645,484,2195,12363,3837
140224,2014,NULL,0,274,1116,1171,NULL,0,3606,40
140224,2015,1728,12,288,1070,1056,25,0,3085,44
140224,2016,44,84,262,877,542,6,183,2947,232
140228,2014,NULL,360,580,0,553,NULL,93,1073,12
140228,2015,101,540,642,0,393,107,96,1071,158
140228,2016,118,382,481,0,200,180,199,1358,166
140231,2014,NULL,330,693,113,1209,NULL,741,8892,108
140231,2015,667,224,846,125,1206,125,211,9093,557
140231,2016,438,128,758,106,1116,132,74,5252,3053
140233,2014,NULL,383,168,385,1225,NULL,1135,1436,684
140233,2015,71,391,173,456,797,52,1113,1131,146
140233,2016,89,318,155,528,744,1099,14,843,112
140234,2014,NULL,49,320,775,330,NULL,24,2017,2
140234,2015,5,63,516,1225,2675,62,551,1792,2756
140234,2016,7,310,258,1154,4551,155,1727,2536,3162
140239,2014,NULL,119,201,2062,275,NULL,69,3432,1661
140239,2015,79,185,298,1928,147,97,55,1028,789
140239,2016,154,98,331,1775,220,225,160,1372,235
140240,2014,NULL,550,40,195,86,NULL,24,829,650
140240,2015,11,148,44,255,100,1,80,446,846
140240,2016,7,112,79,235,106,11,189,813,1035
140242,2014,NULL,858,771,198,1574,NULL,1387,4090,354
140242,2015,1052,1112,1128,16,1403,307,2265,4031,3429
140242,2016,305,2671,602,1,1134,511,1336,5757,1908
140250,2014,NULL,1186,355,413,1021,NULL,496,3109,1845
140250,2015,63,734,424,652,927,5,2053,2220,2911
140250,2016,114,1224,383,764,1016,70,1900,3858,3633
140251,2014,NULL,106,225,587,301,NULL,111,2070,838
140251,2015,31,114,133,576,503,20,2629,1517,725
140251,2016,17,91,172,559,291,30,1923,1703,820
140252,2014,NULL,362,839,1641,1587,NULL,120,10654,185
140252,2015,211,310,871,1503,1211,84,160,8230,346
140252,2016,212,341,781,1518,1132,117,186,8503,370
140258,2014,NULL,588,617,0,2333,NULL,2427,7740,1076
140258,2015,186,1128,618,21,1865,125,4321,5769,2169
140258,2016,238,948,799,13,1962,403,3627,8615,2060
140275,2014,NULL,199,262,219,105,NULL,75,223,2
140275,2015,14,215,352,204,153,11,316,138,94
140275,2016,22,194,151,134,123,17,290,281,119
140276,2014,NULL,1064,820,393,2475,NULL,4832,7893,624
140276,2015,1055,1018,1761,1275,3215,0,6199,10384,797
140276,2016,169,1432,1910,1853,7627,1808,13873,6480,2044
140280,2014,NULL,1728,2381,1405,1847,NULL,3344,3868,2722
140280,2015,24,7254,383,1349,1672,51,3351,2592,1863
140280,2016,95,1161,369,1158,2129,118,5088,3814,2119
140281,2014,NULL,2350,19,0,128,NULL,232,26134,133
140281,2015,1868,3642,2535,2088,3780,779,4908,20299,1997
140281,2016,1889,4280,2010,2397,3776,863,5677,22934,2839
140286,2014,NULL,299,92,0,29,NULL,21,3341,444
140286,2015,35,217,179,0,208,48,131,1980,229
140286,2016,36,27,215,0,154,1,71,708,38
140288,2014,NULL,646,268,0,1525,NULL,2777,6066,581
140288,2015,238,566,415,0,872,133,4150,3478,707
140288,2016,149,504,443,0,628,255,2837,5195,798
140289,2014,NULL,419,547,0,651,NULL,173,4403,12
140289,2015,35,75,757,0,487,0,201,2027,208
140289,2016,41,199,676,0,458,38,187,2132,689
140290,2014,NULL,732,798,635,1341,NULL,382,7116,918
140290,2015,92,646,700,1193,1038,81,498,4935,1549
140290,2016,105,747,831,1062,1125,152,459,7144,1377
140291,2014,NULL,491,493,700,1497,NULL,485,5967,1344
140291,2015,172,437,580,941,1215,115,800,3852,1039
140291,2016,216,880,475,1021,1218,297,798,6404,1465
140292,2014,NULL,229,1038,183,572,NULL,37,2250,712
140292,2015,2,104,49,341,317,1,788,511,314
140292,2016,4,42,379,460,141,3,96,664,458
140294,2014,NULL,47,877,350,531,NULL,136,539,467
140294,2015,0,11,279,326,146,5,19,416,117
140294,2016,3,17,330,265,139,9,13,1032,120
140300,2014,NULL,127,117,115,90,NULL,12,607,0
140300,2015,0,80,145,130,156,1,637,564,28
140300,2016,0,80,266,264,280,3,918,721,1
140304,2014,NULL,229,1038,183,356,NULL,68,2250,712
140304,2015,16,108,195,189,805,21,1241,997,1330
140304,2016,17,124,352,204,463,16,539,1327,1473
141303,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141303,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141303,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141305,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141305,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141305,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141308,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141309,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141309,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141309,2016,0,0,0,0,0,0,0,0,0
141310,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141310,2015,0,1,32,0,142,0,23,227,179
141310,2016,2,6,22,0,155,0,17,312,168
141311,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141311,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141311,2016,405,0,30,102,0,0,0,686,0
141313,2014,NULL,3,0,0,6,NULL,1,261,0
141313,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141313,2016,0,5,0,0,38,0,37,190,4
141315,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141315,2015,133,1,0,0,0,0,0,0,35
141315,2016,2,18,7,120,55,0,177,99,28
141316,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141316,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141316,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141317,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141317,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141317,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141318,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141318,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141318,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141319,2014,NULL,0,11,128,480,NULL,5,1672,0
141319,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141319,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141320,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141320,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141320,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141321,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141321,2015,60,0,13,62,0,0,0,100,0
141321,2016,0,0,11,132,0,0,0,127,0
141322,2014,NULL,294,224,130,458,NULL,1212,11,185
141322,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141322,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141323,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141323,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141323,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141324,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141324,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141324,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141327,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141327,2015,12,0,20,0,431,0,154,412,0
141327,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141328,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141328,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141328,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141329,2014,NULL,0,0,0,0,NULL,0,0,0
141329,2015,0,0,0,46,0,0,0,19,0
141329,2016,20,0,0,35,0,0,0,54,0
141330,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141330,2015,211,2,61,0,16,0,136,335,0
141330,2016,187,4,38,0,17,0,129,404,0
141332,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141334,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141334,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141334,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141335,2014,NULL,24,24,271,134,NULL,82,213,25
141335,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141335,2016,23,59,107,269,169,12,68,697,9
141336,2014,NULL,7,34,87,122,NULL,22,804,188
141336,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141336,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141337,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141337,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141337,2016,3,8,38,45,57,0,11,1248,427
141338,2014,NULL,12,27,110,89,NULL,6,290,74
141338,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141338,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141339,2014,NULL,22,26,257,80,NULL,28,363,0
141339,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141339,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141340,2014,NULL,14,60,0,0,NULL,7,0,1
141340,2015,4,17,115,33,73,0,41,378,32
141340,2016,0,0,90,0,0,2,7,0,1
141341,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141341,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141341,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141342,2014,NULL,0,0,0,0,NULL,0,0,0
141342,2015,2,0,1,0,0,0,544,309,0
141342,2016,0,2,0,0,0,0,4,166,0
141345,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141345,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141345,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141347,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141347,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141347,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141348,2014,NULL,5,102,0,15,NULL,199,617,68
141348,2015,43,2,90,0,38,0,93,826,140
141348,2016,0,4,17,0,18,0,6,580,93
141350,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141350,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141350,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141351,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
141351,2015,0,0,14,64,72,0,164,41,0
141351,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150001,2014,NULL,42,96,0,234,NULL,21,1489,202
150001,2015,8,35,123,0,226,2,25,510,486
150001,2016,4,10,80,0,191,10,26,746,368
150002,2014,NULL,1686,457,586,457,NULL,3253,2757,873
150002,2015,43,867,422,477,400,49,5468,1977,1239
150002,2016,74,844,644,214,623,142,4611,5562,698
150003,2014,NULL,0,0,0,531,NULL,15,1,1
150004,2014,NULL,50,84,30,394,NULL,1310,1267,0
150004,2015,13,100,126,17,650,35,2372,826,15
150004,2016,14,583,112,11,113,247,137,1097,28
150005,2014,NULL,69,207,877,563,NULL,25,7506,595
150005,2015,35,69,250,1093,432,1,32,3846,790
150005,2016,54,100,271,1099,977,7,151,7021,764
150006,2014,NULL,335,959,0,868,NULL,989,1039,19
150006,2015,169,365,895,0,901,0,975,1845,19
150006,2016,22,232,536,350,360,52,141,1140,79
150007,2014,NULL,110,131,0,45,NULL,57,1976,72
150007,2015,17,99,186,0,88,0,90,1350,45
150007,2016,205,131,175,0,108,0,80,1969,11
150008,2014,NULL,98,131,48,341,NULL,104,788,290
150008,2015,8,186,84,69,499,10,100,578,174
150008,2016,14,75,117,58,700,24,114,907,233
150009,2014,NULL,113,265,0,415,NULL,404,793,1665
150009,2015,61,497,952,0,662,66,1335,1554,4324
150009,2016,98,560,961,0,708,86,1370,1747,4496
150010,2014,NULL,62,287,393,404,NULL,38,2284,81
150010,2015,190,218,274,409,212,2,1023,1808,101
150010,2016,50,90,171,409,230,12,77,3112,141
150011,2014,NULL,40,248,0,149,NULL,58,1572,0
150011,2015,0,77,298,0,214,0,35,2458,0
150011,2016,33,116,303,0,234,76,147,3484,106
150012,2014,NULL,185,562,405,400,NULL,59,1347,42
150012,2015,1948,719,850,133,1911,166,5640,1853,70
150012,2016,273,799,629,128,1412,174,6493,1406,576
150015,2014,NULL,311,854,1185,528,NULL,63,5036,1556
150015,2015,197,613,980,1274,337,49,220,3441,1573
150015,2016,44,458,1019,907,511,100,304,5262,1784
150017,2014,NULL,1214,852,70,198,NULL,1176,13716,1197
150017,2015,0,1733,535,57,219,239,1355,9229,1722
150017,2016,81,1305,667,41,85,658,137,14192,2046
150018,2014,NULL,709,235,0,282,NULL,149,2151,184
150018,2015,1017,401,101,0,444,0,518,2214,361
150018,2016,47,646,174,0,472,121,1189,705,687
150021,2014,NULL,1234,361,869,278,NULL,120,9331,848
150021,2015,293,1163,447,872,406,273,261,6546,818
150021,2016,384,986,548,821,924,787,486,11130,1349
150022,2014,NULL,20,25,322,220,NULL,26,1382,1049
150022,2015,8,35,27,493,201,1,12,956,1477
150022,2016,3,61,27,363,178,14,25,1111,798
150023,2014,NULL,2362,1729,1619,2890,NULL,676,5612,1288
150023,2015,113,1085,711,1409,1255,73,3386,4683,1995
150023,2016,167,761,521,1523,1538,254,3539,7158,1555
150024,2014,NULL,49,183,572,266,NULL,10,295,617
150024,2015,53,88,57,559,203,1,18,275,316
150024,2016,51,59,100,581,142,3,24,233,329
150026,2014,NULL,348,137,0,1000,NULL,1038,3565,1229
150026,2015,198,342,182,0,2018,155,2365,2406,784
150026,2016,156,347,175,0,1782,162,2670,1948,800
150030,2014,NULL,147,240,774,1665,NULL,1603,4431,882
150030,2015,46,96,227,128,1280,0,2644,1058,661
150030,2016,35,117,211,0,2969,4,2216,730,846
150034,2014,NULL,397,450,1298,967,NULL,132,2827,990
150034,2015,75,412,414,1230,584,44,790,1670,1605
150034,2016,41,508,512,1221,443,39,446,1880,656
150035,2014,NULL,212,1961,2676,1544,NULL,891,6126,158
150035,2015,69,134,628,2307,624,3,62,3682,35
150035,2016,64,176,591,2326,641,13,201,5373,49
150037,2014,NULL,9,12,5,91,NULL,129,173,22
150037,2015,37,92,191,99,1211,19,4258,880,376
150037,2016,60,133,158,77,1002,55,3652,3448,705
150038,2014,NULL,28,138,0,106,NULL,63,542,377
150038,2015,114,13,148,0,84,0,31,575,365
150042,2014,NULL,27,103,0,74,NULL,71,109,9
150042,2015,54,575,290,426,678,6,720,401,1983
150042,2016,71,424,292,51,611,17,1425,1673,1197
150044,2014,NULL,233,232,9,206,NULL,45,1380,2
150044,2015,102,1391,140,18,2363,187,2908,1718,7395
150044,2016,74,933,115,0,1269,175,1361,1809,5516
150045,2014,NULL,100,397,225,1068,NULL,1177,1855,564
150045,2015,12,30,26,214,167,0,14,788,70
150045,2016,19,20,30,169,217,0,48,1318,96
150046,2014,NULL,353,101,128,912,NULL,753,6223,201
150046,2015,336,264,125,167,835,0,368,6035,230
150046,2016,29,228,114,167,683,29,794,5570,372
150047,2014,NULL,171,96,0,791,NULL,1143,1127,453
150047,2015,657,158,9,0,1511,12,2813,617,232
150047,2016,8,42,87,0,36,4,141,1056,75
150048,2014,NULL,473,324,0,634,NULL,139,6975,1426
150048,2015,70,477,502,0,684,48,183,3971,2120
150048,2016,118,490,415,0,850,199,266,6162,2225
150051,2014,NULL,299,557,0,492,NULL,80,3064,2
150051,2015,104,585,774,0,366,102,100,1840,55
150051,2016,107,150,433,0,211,339,135,3106,51
150056,2014,NULL,4624,2945,413,2250,NULL,2384,3296,741
150056,2015,175,1566,1064,2,78,314,324,1193,59
150056,2016,272,8600,2465,572,1441,1965,4290,3291,503
150057,2014,NULL,2,30,0,112,NULL,11,54,694
150057,2015,0,5,39,0,101,0,15,42,536
150057,2016,1,26,40,0,138,0,6,55,1383
150058,2014,NULL,151580,2980,1311,7138,NULL,11658,6348,3347
150058,2015,2113,4958,236,0,814,0,3826,608,20
150058,2016,459,955,475,625,1671,382,14584,1697,2323
150059,2014,NULL,30,14,0,264,NULL,39,1948,1027
150059,2015,16,27,8,0,123,27,40,841,806
150059,2016,6,26,6,0,115,47,41,808,897
150061,2014,NULL,25,91,158,74,NULL,26,620,0
150061,2015,4,26,96,135,83,15,223,776,41
150061,2016,799,0,118,157,200,4,101,789,1
150064,2014,NULL,15,59,66,251,NULL,176,201,326
150064,2015,7,19,60,0,72,3,73,404,309
150064,2016,5,25,106,0,87,3,173,592,362
150065,2014,NULL,128,131,326,470,NULL,22,1961,695
150065,2015,26,75,115,295,507,1,1071,1642,647
150065,2016,26,92,102,253,521,8,1108,1700,744
150069,2014,NULL,65,143,322,189,NULL,84,1519,939
150069,2015,47,98,207,362,179,0,72,1022,1066
150069,2016,41,81,147,265,219,37,100,2214,1001
150072,2014,NULL,0,290,140,195,NULL,697,1411,871
150072,2015,41,15,331,148,267,1,761,928,1037
150072,2016,31,21,197,92,185,9,562,945,1021
150074,2014,NULL,850,416,0,1547,NULL,5589,720,175
150074,2015,1091,798,244,0,1159,70,2674,735,190
150074,2016,10,3349,62,0,1028,364,4709,1009,1757
150075,2014,NULL,14,168,305,272,NULL,439,835,21
150075,2015,5,12,78,216,124,1,484,450,50
150075,2016,2,16,189,256,88,2,240,1035,4
150076,2014,NULL,34,112,221,134,NULL,13,1240,1
150076,2015,321,118,419,181,632,12,1177,1431,276
150076,2016,57,113,151,158,673,17,2902,820,178
150082,2014,NULL,935,1540,172,3177,NULL,469,9350,2910
150082,2015,5451,1771,1180,0,1806,1256,351,1969,774
150082,2016,82,2382,1865,10,2025,144,2128,8615,6604
150084,2014,NULL,166,1065,174,501,NULL,66,5680,237
150084,2015,160,110,540,65,816,0,100,4052,32
150084,2016,206,134,404,77,248,263,268,4020,58
150086,2014,NULL,390,942,323,870,NULL,1046,3986,667
150086,2015,12,96,272,371,230,10,588,2070,673
150086,2016,8,100,187,297,556,9,682,1978,555
150088,2014,NULL,67,315,1130,820,NULL,751,3373,1505
