ProviderId,DataYear,MId_60_PTId_7_ProcedureVolume,MId_60_PTId_1_ProcedureVolume,MId_60_PTId_4_ProcedureVolume,MId_60_PTId_2_ProcedureVolume,MId_60_PTId_5_ProcedureVolume,MId_60_PTId_8_ProcedureVolume,MId_60_PTId_9_ProcedureVolume,MId_60_PTId_3_ProcedureVolume,MId_60_PTId_6_ProcedureVolume
281356,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281357,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
281357,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281357,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281358,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
281358,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281358,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281359,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
281359,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281359,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281360,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
281360,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281360,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281361,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
281361,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281361,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281362,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
281362,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281362,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281363,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
281363,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281363,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281364,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
281364,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281364,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281365,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
281365,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281365,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
290001,2014,NULL,503,2796,1368,2819,NULL,1554,3126,586
290001,2015,223,637,753,441,1626,128,2320,1415,267
290001,2016,164,397,389,337,572,99,220,819,150
290003,2014,NULL,611,247,3,698,NULL,1934,1553,38
290003,2015,2519,443,384,3,876,0,2018,1315,29
290003,2016,411,228,370,12,1244,48,2814,1649,136
290005,2014,NULL,268,2,0,217,NULL,243,37,0
290005,2015,31,27,72,0,1019,0,1226,882,5
290005,2016,4,81,17,0,642,3,1291,436,35
290006,2014,NULL,35,28,0,170,NULL,8,753,0
290006,2015,49,32,11,0,200,0,4,680,1
290006,2016,8,35,17,0,79,0,9,583,36
290007,2014,NULL,7592,10731,0,20005,NULL,37709,41672,2127
290007,2015,176,598,267,0,492,45,153,4651,106
290007,2016,63,398,196,0,494,45,433,3315,97
290008,2014,NULL,19,223,55,730,NULL,812,536,243
290008,2015,2,111,70,32,817,4,2434,388,369
290008,2016,4,54,269,0,281,5,909,477,209
290009,2014,NULL,1192,1328,0,364,NULL,275,1328,45
290009,2015,85,509,371,0,300,99,184,852,83
290009,2016,118,419,344,0,395,280,232,1060,94
290012,2014,NULL,144,10,0,280,NULL,21,1530,0
290012,2015,42,121,4,0,325,11,33,931,56
290012,2016,34,92,14,0,411,31,41,1127,32
290019,2014,NULL,381,402,358,1717,NULL,1446,420,2330
290019,2015,514,355,43,74,1014,0,461,400,2634
290019,2016,3,234,63,0,582,87,79,300,2313
290020,2014,NULL,0,0,0,0,NULL,2,12,0
290020,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
290021,2014,NULL,66,89,0,217,NULL,42,2452,9
290021,2015,256,223,110,0,244,42,165,1634,30
290021,2016,177,57,149,0,359,77,193,1495,57
290022,2014,NULL,36,70,0,614,NULL,51,3317,0
290022,2015,47,429,63,0,479,97,31,2799,22
290022,2016,14,42,36,0,309,26,46,3922,26
290032,2014,NULL,25,0,2,290,NULL,15,376,50
290032,2015,8,88,2,0,299,4,11,239,159
290032,2016,20,20,9,2,204,6,20,457,50
290039,2014,NULL,508,263,0,278,NULL,80,3860,19
290039,2015,662,503,424,0,225,0,68,3150,49
290039,2016,227,341,383,0,317,131,115,2927,91
290041,2014,NULL,71,962,19,370,NULL,63,6818,0
290041,2015,134,477,1611,25,116,79,37,4231,30
290041,2016,124,164,807,19,149,11,60,2386,48
290045,2014,NULL,364,311,3,625,NULL,31,2471,11
290045,2015,106,536,565,0,900,80,46,1729,90
290045,2016,103,187,305,0,894,110,52,2798,67
290046,2014,NULL,22,242,0,345,NULL,40,2226,9
290046,2015,196,129,329,0,194,8,24,1557,17
290046,2016,185,48,381,0,219,10,149,1120,30
290047,2014,NULL,147,107,0,1010,NULL,48,2674,4
290047,2015,377,172,88,0,987,0,49,2190,1
290047,2016,36,106,141,0,967,86,63,2505,145
290049,2014,NULL,82,137,1379,3295,NULL,3235,702,338
290049,2015,1,78,61,1003,1099,21,626,702,978
290049,2016,8,20,37,586,749,76,52,367,1067
290051,2014,NULL,70,292,9,686,NULL,16,423,242
290051,2015,239,83,331,0,740,0,37,372,587
290053,2014,NULL,219,101,0,160,NULL,19,2111,0
290053,2015,65,230,261,0,159,7,32,1633,27
290053,2016,149,80,144,0,190,14,95,1554,62
290054,2014,NULL,76,146,0,419,NULL,45,774,2
290054,2015,70,197,150,0,314,0,7,564,12
290054,2016,36,110,219,0,334,3,47,1090,15
291300,2014,NULL,0,0,0,0,NULL,0,0,0
291300,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291300,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291301,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
291301,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291301,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291302,2014,NULL,0,175,63,81,NULL,77,242,57
291302,2015,79,0,24,70,84,0,0,162,112
291302,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291303,2014,NULL,0,0,0,0,NULL,0,0,0
291303,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291303,2016,0,0,0,0,0,0,0,0,0
291304,2014,NULL,0,0,0,0,NULL,0,0,0
291304,2015,0,0,0,0,0,0,0,0,0
291304,2016,0,0,0,0,0,0,0,0,0
291306,2014,NULL,12,19,0,243,NULL,23,77,50
291306,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291306,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291307,2014,NULL,20,33,26,92,NULL,25,643,49
291307,2015,10,0,0,5,6,0,1,36,0
291307,2016,2,7,199,33,87,2,11,401,32
291308,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
291308,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291308,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291309,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
291309,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291309,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291311,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
291311,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291311,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291312,2014,NULL,0,0,0,0,NULL,0,0,0
291312,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
291312,2016,0,0,0,0,0,0,0,0,0
300001,2014,NULL,48,47,1,15,NULL,41,417,1
300001,2015,8,49,126,1,439,35,3078,323,26
300001,2016,162,105,786,3,600,140,2070,1239,117
300003,2014,NULL,1667,4791,2217,5077,NULL,12300,8382,3167
300003,2015,1556,1789,2152,2943,6716,1976,17722,6315,3466
300003,2016,1603,2019,1741,3197,7496,1877,20817,6839,3030
300005,2014,NULL,224,320,0,207,NULL,97,2139,30
300005,2015,224,87,238,0,208,0,49,2296,21
300005,2016,0,71,280,45,217,27,32,1496,20
300011,2014,NULL,710,974,80,3020,NULL,3864,7000,615
300011,2015,1111,183,245,14,1173,0,121,5004,63
300011,2016,152,229,180,36,1078,23,824,3096,62
300012,2014,NULL,394,682,48,4251,NULL,3212,7118,3362
300012,2015,635,417,558,65,3604,69,9253,5365,3648
300012,2016,215,322,399,28,3306,171,7379,9002,5135
300014,2014,NULL,117,318,527,1321,NULL,0,2764,0
300014,2015,0,0,366,525,1213,0,0,2507,0
300014,2016,239,274,323,512,705,24,1859,1744,92
300017,2014,NULL,128,869,0,368,NULL,633,3172,540
300017,2015,242,163,1069,0,569,0,853,2971,550
300017,2016,0,1079,661,0,375,50,1564,2872,582
300018,2014,NULL,113,442,465,1580,NULL,45,5456,3240
300018,2015,88,129,449,454,1047,33,577,2931,3244
300018,2016,184,111,318,472,1035,31,818,2897,2910
300019,2014,NULL,82,202,680,535,NULL,13,4652,1
300019,2015,47,71,182,664,462,4,17,2975,135
300019,2016,54,93,147,670,488,1,64,4440,129
300020,2014,NULL,352,760,29,723,NULL,109,4581,62
300020,2015,408,250,579,31,629,59,284,2569,101
300020,2016,128,361,421,40,618,88,272,4821,93
300023,2014,NULL,325,307,325,837,NULL,33,3313,727
300023,2015,112,236,437,305,1967,37,1354,3077,460
300023,2016,160,222,273,309,1679,52,1552,3716,640
300029,2014,NULL,306,308,0,372,NULL,1926,4565,234
300029,2015,1003,327,364,0,401,0,1523,4333,219
300029,2016,74,2196,259,0,567,142,2053,3858,236
300034,2014,NULL,517,314,0,190,NULL,149,2099,223
300034,2015,38,1026,421,0,94,48,372,1816,181
300034,2016,52,1381,322,0,159,121,199,2319,352
301300,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
301300,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301300,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301303,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
301303,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301303,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301304,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
301304,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301304,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301306,2014,NULL,2,30,37,70,NULL,10,445,326
301306,2015,1,0,22,39,89,0,9,475,89
301306,2016,1,1,49,33,37,0,6,238,39
301308,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
301308,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301308,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301309,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
301309,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301309,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301311,2014,NULL,6,37,116,106,NULL,0,1116,5
301311,2015,2,7,30,129,80,0,5,646,37
301311,2016,6,11,33,117,94,0,20,1053,34
301312,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
301312,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301312,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
310001,2014,NULL,3254,1758,423,3017,NULL,4645,4870,2894
310001,2015,6545,2515,1575,328,3422,0,3789,4011,2251
310001,2016,315,1682,1220,290,3544,217,2360,3397,2387
310002,2014,NULL,458,2190,56,939,NULL,994,4153,293
310002,2015,91,1635,589,28,942,89,2393,1792,306
310002,2016,209,1035,1697,0,629,270,3135,2011,176
310003,2014,NULL,63,369,141,153,NULL,76,1389,0
310003,2015,2180,56,377,143,127,11,87,1265,703
310003,2016,2191,35,358,111,148,6,86,1140,439
310005,2014,NULL,301,459,0,598,NULL,3099,3541,315
310005,2015,7152,383,203,32,571,73,73,2650,574
310005,2016,3406,381,283,23,716,160,160,2764,440
310006,2014,NULL,402,379,170,830,NULL,1417,3468,361
310006,2015,0,471,229,157,792,0,1360,3234,349
310006,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
310008,2014,NULL,1830,724,682,853,NULL,1090,3309,1342
310008,2015,3297,1836,883,752,965,95,1141,3192,1273
310008,2016,732,1280,708,753,898,96,837,3482,1124
310009,2014,NULL,393,1810,4085,1575,NULL,1975,4422,463
310009,2015,48,323,742,852,1587,40,4475,1955,221
310009,2016,55,249,710,855,1871,73,4940,3498,255
310010,2014,NULL,229,541,30,1204,NULL,279,5825,1626
310010,2015,324,418,542,32,1152,80,302,4053,1529
310010,2016,391,386,480,13,1256,82,257,3771,1481
310011,2014,NULL,681,107,1,1898,NULL,1982,1664,1022
310011,2015,27,211,83,0,1029,17,1916,1082,1164
310011,2016,39,250,321,0,303,58,224,2797,1317
310012,2014,NULL,536,1032,877,932,NULL,140,8620,21
310012,2015,142,1400,1259,999,993,131,585,5274,2161
310012,2016,325,1126,1090,984,893,116,452,4999,2412
310014,2014,NULL,864,1510,195,2375,NULL,2261,4759,17
310014,2015,419,770,1515,201,2200,0,2286,3694,8
310014,2016,352,1458,773,199,1614,102,2260,3626,304
310015,2014,NULL,3578,2564,134,9076,NULL,10120,10280,6804
310015,2015,268,1821,1025,46,2515,164,3607,3065,2503
310015,2016,230,1916,1019,39,2625,161,3751,3438,2278
310016,2014,NULL,120,19,0,11,NULL,39,32,1
310016,2015,8,122,201,283,172,15,880,641,51
310016,2016,84,249,681,341,137,40,239,2025,62
310017,2014,NULL,172,116,0,331,NULL,1721,1061,803
310017,2015,0,181,190,0,270,0,1621,1145,683
310017,2016,51,32,168,156,244,8,172,819,558
310019,2014,NULL,211,682,313,653,NULL,86,2709,539
310019,2015,71,205,796,229,522,42,97,2054,570
310019,2016,76,265,716,338,639,70,348,2728,642
310021,2014,NULL,678,131,60,647,NULL,1096,937,199
310021,2015,0,704,88,77,692,8,1595,1788,1160
310021,2016,14,113,118,98,316,2,829,1396,332
310022,2014,NULL,450,955,0,402,NULL,353,2681,2853
310022,2015,316,495,961,0,806,0,378,2439,2770
310022,2016,227,427,996,0,348,653,398,2049,1101
310024,2014,NULL,328,491,255,900,NULL,263,796,558
310024,2015,3,189,233,299,389,8,101,344,295
310024,2016,5,200,197,287,512,3,23,319,365
310025,2014,NULL,200,33,22,27,NULL,69,1131,104
310025,2015,1684,0,290,18,162,11,11,1675,11
310025,2016,686,0,263,10,39,2,8,1104,0
310027,2014,NULL,462,229,207,1093,NULL,536,3079,283
310027,2015,619,527,318,171,1174,64,845,2824,518
310027,2016,41,374,192,166,862,54,1940,3287,307
310028,2014,NULL,418,442,0,928,NULL,876,4470,2
310028,2015,62,162,135,0,371,29,1034,874,53
310028,2016,67,186,118,0,400,18,1663,945,48
310029,2014,NULL,484,189,211,49,NULL,105,1624,38
310029,2015,198,596,149,212,99,0,139,1989,14
310029,2016,2689,1643,147,165,579,59,265,1827,58
310031,2014,NULL,925,0,0,0,NULL,0,0,0
310031,2015,0,2672,0,0,0,45,0,0,0
310031,2016,0,229,0,0,0,371,0,0,0
310032,2014,NULL,314,565,0,1703,NULL,1394,3601,803
310032,2015,412,315,594,0,1835,0,1831,3420,785
310032,2016,0,8,11,0,11,6,15,14,14
310034,2014,NULL,363,565,345,449,NULL,76,2699,1349
310034,2015,126,420,688,358,312,42,152,1965,794
310034,2016,153,378,671,582,275,52,186,1898,714
310038,2014,NULL,1191,765,29,300,NULL,277,3413,540
310038,2015,1610,1014,746,49,445,0,496,3323,363
310038,2016,463,299,88,5,57,0,99,1053,20
310039,2014,NULL,318,484,312,721,NULL,194,2166,1159
310039,2015,58,214,537,117,1255,10,897,1559,1530
310039,2016,118,1006,678,202,2676,1,313,630,1440
310040,2014,NULL,77,73,30,184,NULL,73,761,224
310040,2015,3,46,104,66,894,13,1329,502,149
310040,2016,1,64,90,64,877,10,1253,741,198
310041,2014,NULL,405,1882,220,2155,NULL,3883,3151,158
310041,2015,643,936,650,84,752,117,2654,1843,98
310041,2016,183,1204,680,78,983,227,6783,2398,114
310044,2014,NULL,694,695,170,1393,NULL,1891,3320,144
310044,2015,1923,794,801,385,1502,0,1998,3379,238
310044,2016,366,743,589,485,1260,7,2431,2665,802
310045,2014,NULL,1010,639,751,749,NULL,3777,3099,610
310045,2015,1081,1209,651,796,1144,43,4723,2067,645
310045,2016,198,691,627,782,521,130,4079,3394,674
310047,2014,NULL,5392,395,78,2785,NULL,2445,2881,198
310047,2015,61,552,151,92,1799,81,2952,1343,120
310047,2016,55,579,218,133,2235,74,3084,1419,139
310048,2014,NULL,399,455,576,495,NULL,383,2959,211
310048,2015,1702,405,467,582,424,0,384,2545,168
310048,2016,83,676,377,844,340,105,848,1789,107
310050,2014,NULL,253,0,0,447,NULL,209,160,79
310050,2015,69,127,526,557,526,12,157,1604,120
310050,2016,84,106,572,485,487,22,139,2047,182
310051,2014,NULL,1442,2384,798,5272,NULL,11588,16382,3200
310051,2015,387,626,790,279,1705,95,5264,4619,760
310051,2016,371,652,776,312,1877,99,6207,4420,788
310052,2014,NULL,514,411,8,1312,NULL,1350,2185,320
310052,2015,40,700,344,31,920,67,1567,1405,377
310052,2016,41,650,246,23,424,91,247,1509,432
310054,2014,NULL,39,559,138,446,NULL,403,2970,54
310054,2015,269,82,1803,140,464,15,63,4735,606
310054,2016,2,301,34,0,1104,47,3276,96,457
310057,2014,NULL,325,286,0,137,NULL,151,1212,37
310057,2015,536,302,318,0,138,0,140,1361,28
310057,2016,153,220,384,0,111,119,194,1446,68
310058,2014,NULL,10,4,15,20,NULL,9,1427,305
310058,2015,6,72,30,35,107,5,68,1021,154
310058,2016,12,21,19,34,37,9,37,389,63
310060,2014,NULL,187,278,952,650,NULL,529,2438,1419
310060,2015,17,187,190,1174,388,24,1637,1794,1386
310060,2016,23,299,294,1010,1077,77,1231,2649,1221
310061,2014,NULL,56,280,0,633,NULL,26,1764,948
310061,2015,209,52,276,0,636,0,92,1909,645
310061,2016,16,121,212,0,512,24,3035,1364,421
310064,2014,NULL,891,549,0,509,NULL,104,1358,19
310064,2015,622,568,567,0,450,0,123,1472,86
310064,2016,79,594,407,0,321,55,181,2012,63
310069,2014,NULL,11,116,50,761,NULL,435,905,384
310069,2015,16,14,110,48,751,0,412,891,203
310069,2016,0,5,10,1,9,5,6,13,13
310070,2014,NULL,484,1142,0,1709,NULL,5463,2060,36
310070,2015,0,620,832,0,1103,2,7640,1802,186
310070,2016,458,433,286,0,1997,0,5554,277,15
310073,2014,NULL,1257,350,168,293,NULL,223,2600,119
310073,2015,168,757,421,135,217,161,260,2039,89
310073,2016,283,532,360,91,160,135,135,1766,64
310074,2014,NULL,316,233,119,735,NULL,74,21,161
310074,2015,18,257,208,71,340,26,295,1154,305
310074,2016,23,270,280,62,426,34,1383,1457,771
310075,2014,NULL,716,3227,26,2069,NULL,2648,4385,1743
310075,2015,297,492,674,0,789,253,927,1960,1054
310075,2016,244,940,642,0,710,365,879,2395,1587
310076,2014,NULL,1143,5385,66,1021,NULL,2398,3949,1103
310076,2015,133,1168,1318,0,429,95,3472,1645,215
310076,2016,209,1379,1697,0,629,270,3135,2011,176
310081,2014,NULL,190,124,0,143,NULL,45,840,176
310081,2015,54,277,372,0,181,14,113,745,428
310081,2016,0,485,485,0,686,187,994,654,37
310083,2014,NULL,6,8,0,2,NULL,0,54,0
310083,2015,16,62,48,332,404,13,787,938,247
310083,2016,5,126,39,389,149,28,50,1057,195
310084,2014,NULL,79,715,536,705,NULL,1423,905,382
310084,2015,2,306,301,63,245,12,991,410,246
310084,2016,5,327,91,61,306,38,2039,615,239
310086,2014,NULL,1059,624,113,1485,NULL,72,4547,2405
310086,2015,326,600,958,119,983,30,146,2530,2196
310086,2016,38,816,1078,119,1186,161,250,3564,2927
310091,2014,NULL,70,178,544,620,NULL,852,1566,834
310091,2015,1285,0,203,590,66,1,0,1108,0
310091,2016,4,16,114,484,31,2,14,1123,612
310092,2014,NULL,996,327,270,1037,NULL,1648,1143,333
310092,2015,62,1124,323,11,981,0,1499,847,244
310092,2016,4,729,34,0,664,2,1450,490,310
310096,2014,NULL,129,170,485,307,NULL,18,5155,0
310096,2015,28,1162,207,466,357,205,400,3748,0
310096,2016,30,1313,196,475,345,247,392,3782,0
310108,2014,NULL,294,1461,1200,1461,NULL,297,512,1248
310108,2015,70,970,876,1140,6715,20,5261,2950,944
310108,2016,57,686,951,869,7159,162,2052,3684,2188
310110,2014,NULL,285,511,85,421,NULL,267,2389,58
310110,2015,46,408,774,206,597,37,309,2221,95
310110,2016,33,283,598,223,371,29,231,1452,103
310111,2014,NULL,343,849,59,1151,NULL,591,3268,602
310111,2015,614,354,3018,100,1146,60,960,3018,481
310111,2016,1388,167,1355,102,1114,120,192,2886,157
310112,2014,NULL,131,157,89,285,NULL,97,2537,837
310112,2015,365,117,144,64,288,0,146,2355,527
310112,2016,65,76,102,96,275,38,239,2335,436
310113,2014,NULL,91,129,0,338,NULL,38,1978,169
310113,2015,59,152,243,0,268,11,66,1497,258
310113,2016,40,212,166,0,300,19,63,1584,215
310115,2014,NULL,150,196,122,246,NULL,736,1572,163
310115,2015,55,234,216,161,405,5,1082,916,193
310115,2016,54,284,142,200,402,7,1412,959,257
310118,2014,NULL,1,59,0,163,NULL,219,766,429
310118,2015,5,5,58,0,299,0,113,1686,1458
310118,2016,3,4,74,0,312,0,643,868,596
310119,2014,NULL,441,311,651,803,NULL,2588,2638,224
310119,2015,217,420,208,597,502,22,2523,2393,322
310119,2016,165,804,115,627,448,24,2495,1971,303
310130,2015,2,18,26,0,80,10,7,29,11
310130,2016,4,57,112,0,278,57,255,125,39
320001,2014,NULL,1178,2499,1664,6220,NULL,11578,8985,1624
320001,2015,766,1222,2102,1879,6538,0,6936,8407,2070
320001,2016,177,1015,928,2130,8808,936,12813,5244,2367
320002,2014,NULL,751,1160,197,2972,NULL,656,3312,454
320002,2015,113,513,465,0,1932,90,3387,836,104
320002,2016,156,261,274,0,3683,78,3077,728,2509
320003,2014,NULL,0,33,0,31,NULL,8,549,0
320003,2015,0,4,2,0,49,0,7,170,6
320003,2016,0,1,19,0,60,2,6,310,0
320004,2014,NULL,103,87,216,736,NULL,112,1640,1658
320004,2015,7,99,113,260,343,29,848,1269,1157
320004,2016,26,790,130,253,353,52,1984,2396,5950
320005,2014,NULL,509,9,0,91,NULL,144,882,8
320005,2015,0,510,0,0,142,52,965,811,16
320005,2016,0,597,25,0,119,118,967,1573,30
320006,2014,NULL,57,114,0,418,NULL,11,787,277
320006,2015,14,121,385,0,241,12,152,916,110
320006,2016,0,64,4,0,34,40,36,535,153
320009,2014,NULL,764,319,2275,375,NULL,97,1152,39
320009,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320009,2016,20,328,237,1436,400,156,112,693,79
320011,2014,NULL,15,14,0,1,NULL,5,0,0
320011,2015,6,9,12,0,1,0,8,0,0
320011,2016,0,0,39,0,120,0,3,332,8
320013,2014,NULL,15,100,0,1090,NULL,411,1176,164
320013,2015,6,14,69,0,986,0,1016,708,42
320013,2016,8,19,124,0,1108,4,455,1105,59
320016,2014,NULL,33,62,185,460,NULL,55,956,121
320016,2015,21,0,60,209,0,9,74,199,77
320016,2016,8,108,100,198,654,16,118,890,711
320017,2014,NULL,0,383,0,1822,NULL,933,2874,0
320017,2015,228,8,185,0,681,9,197,3095,154
320017,2016,228,0,191,0,711,17,607,4269,204
320018,2014,NULL,9,7,1,2,NULL,33,159,5
320018,2015,0,431,587,208,391,57,82,988,556
320018,2016,65,2282,740,558,308,110,326,877,836
320021,2014,NULL,708,168,0,4286,NULL,769,577,5767
320021,2015,939,754,187,0,4007,155,1240,653,939
320021,2016,525,71,875,0,1001,3,616,18948,137
320022,2014,NULL,92,81,0,26,NULL,18,14,0
320022,2015,569,177,121,0,149,0,68,26,0
320022,2016,14,73,137,0,59,4,8,548,31
320030,2014,NULL,17,29,66,426,NULL,37,994,54
320030,2015,0,13,59,0,335,8,55,630,113
320030,2016,4,17,76,0,335,18,48,860,118
320033,2014,NULL,17,129,0,285,NULL,313,1502,26
320033,2015,13,16,51,0,157,0,109,546,34
320033,2016,55,8,0,0,0,0,0,307,0
320038,2014,NULL,0,0,902,73,NULL,57,351,0
320038,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320038,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320060,2014,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available
320060,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320060,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320063,2014,NULL,65,132,189,260,NULL,92,1738,307
320063,2015,10,92,129,205,83,8,64,1190,28
320063,2016,9,92,38,194,99,17,79,1322,35
320065,2014,NULL,0,11,64,59,NULL,21,658,0
320065,2015,16,0,12,0,17,15,18,21,27
320065,2016,1,4,44,38,19,0,28,121,1
320067,2014,NULL,0,0,0,0,NULL,0,0,0
320067,2015,0,0,0,0,0,0,0,0,0
320067,2016,0,0,0,0,0,0,0,0,0
320074,2014,NULL,32,229,0,926,NULL,776,547,1
320074,2015,78,37,0,0,557,0,592,361,0
320074,2016,63,16,36,0,385,0,92,467,0
320084,2014,NULL,1,0,44,334,NULL,34,380,1407
320084,2015,0,4,0,0,61,0,10,587,1653
