ProviderId,DataYear,CTId_3_PNId_4_AvgSpendHosp,CTId_6_PNId_2_AvgSpendHosp,CTId_5_PNId_1_AvgSpendHosp,CTId_4_PNId_2_AvgSpendHosp,CTId_3_PNId_1_AvgSpendHosp,CTId_3_PNId_2_AvgSpendHosp,CTId_1_PNId_2_AvgSpendHosp,CTId_7_PNId_4_AvgSpendHosp,CTId_5_PNId_4_AvgSpendHosp,CTId_7_PNId_1_AvgSpendHosp,CTId_2_PNId_1_AvgSpendHosp,CTId_8_PNId_3_AvgSpendHosp,CTId_4_PNId_4_AvgSpendHosp,CTId_2_PNId_4_AvgSpendHosp,CTId_5_PNId_2_AvgSpendHosp,CTId_4_PNId_1_AvgSpendHosp,CTId_6_PNId_4_AvgSpendHosp,CTId_1_PNId_4_AvgSpendHosp,CTId_7_PNId_2_AvgSpendHosp,CTId_6_PNId_1_AvgSpendHosp,CTId_2_PNId_2_AvgSpendHosp,CTId_1_PNId_1_AvgSpendHosp,CTId_3_PNId_4_AvgSpendState,CTId_6_PNId_2_AvgSpendState,CTId_5_PNId_1_AvgSpendState,CTId_4_PNId_2_AvgSpendState,CTId_3_PNId_1_AvgSpendState,CTId_3_PNId_2_AvgSpendState,CTId_1_PNId_2_AvgSpendState,CTId_7_PNId_4_AvgSpendState,CTId_5_PNId_4_AvgSpendState,CTId_7_PNId_1_AvgSpendState,CTId_2_PNId_1_AvgSpendState,CTId_8_PNId_3_AvgSpendState,CTId_4_PNId_4_AvgSpendState,CTId_2_PNId_4_AvgSpendState,CTId_5_PNId_2_AvgSpendState,CTId_4_PNId_1_AvgSpendState,CTId_6_PNId_4_AvgSpendState,CTId_1_PNId_4_AvgSpendState,CTId_7_PNId_2_AvgSpendState,CTId_6_PNId_1_AvgSpendState,CTId_2_PNId_2_AvgSpendState,CTId_1_PNId_1_AvgSpendState
010001,2014,$0,$138,"$2,928",$0,$961,$19,$405,$0,"$9,412","$1,905",$124,"$19,234",$0,$20,$5,$155,$0,"$1,615",$1,$582,$6,$957,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010001,2015,$0,$160,"$2,943",$1,$988,$12,$462,$0,"$8,981","$1,946",$141,"$19,025",$0,$27,$6,$137,$0,"$1,587",$1,$654,$6,$974,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010001,2016,$0,$160,"$2,943",$1,$988,$12,$462,$0,"$8,981","$1,946",$141,"$19,025",$0,$27,$6,$137,$0,"$1,587",$1,$654,$6,$974,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010005,2014,$0,$90,"$1,844",$5,$818,$28,$327,$0,"$7,277","$3,648",$106,"$16,590",$0,$17,$0,$203,$0,$933,$6,$586,$9,$693,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010005,2015,$0,$91,"$1,865",$0,$836,$19,$446,$0,"$7,186","$3,488",$103,"$16,566",$0,$17,$0,$179,$0,$934,$1,$659,$6,$736,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010005,2016,$0,$91,"$1,865",$0,$836,$19,$446,$0,"$7,186","$3,488",$103,"$16,566",$0,$17,$0,$179,$0,$934,$1,$659,$6,$736,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010006,2014,$0,$59,"$2,328",$2,$864,$26,$430,$0,"$8,695","$2,698",$108,"$18,032",$0,$17,$5,$138,$0,"$1,353",$2,$411,$6,$892,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010006,2015,$0,$74,"$2,445",$2,$902,$15,$464,$0,"$8,700","$2,372",$99,"$18,035",$0,$25,$1,$129,$0,"$1,371",$1,$532,$6,$898,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010006,2016,$0,$74,"$2,445",$2,$902,$15,$464,$0,"$8,700","$2,372",$99,"$18,035",$0,$25,$1,$129,$0,"$1,371",$1,$532,$6,$898,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010007,2014,$0,$12,$929,$0,"$1,026",$26,$360,$0,"$5,642","$4,248",$57,"$14,025",$0,$12,$3,$80,$0,$674,$4,$326,$6,$620,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010007,2015,$0,$19,"$1,780",$11,"$1,035",$1,$400,$0,"$5,584","$4,454",$113,"$15,149",$0,$13,$2,$115,$0,$561,$4,$296,$16,$744,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010007,2016,$0,$19,"$1,780",$11,"$1,035",$1,$400,$0,"$5,584","$4,454",$113,"$15,149",$0,$13,$2,$115,$0,$561,$4,$296,$16,$744,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010008,2014,$0,$33,$525,$0,$904,$21,$374,$0,"$5,058","$4,459",$106,"$13,029",$0,$15,$0,$123,$0,$485,$0,$333,$5,$589,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010008,2015,$0,$41,$668,$0,$747,$57,$353,$0,"$5,350","$4,659",$131,"$13,691",$0,$9,$0,$105,$0,$420,$0,$461,$9,$680,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010008,2016,$0,$41,$668,$0,$747,$57,$353,$0,"$5,350","$4,659",$131,"$13,691",$0,$9,$0,$105,$0,$420,$0,$461,$9,$680,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010011,2014,$0,$94,"$2,456",$1,$800,$2,$510,$0,"$9,302","$2,062",$113,"$18,597",$0,$30,$4,$137,$0,"$1,664",$2,$438,$4,$978,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010011,2015,$0,$111,"$2,584",$0,$851,$9,$541,$0,"$9,081","$2,357",$100,"$18,971",$0,$29,$7,$116,$0,"$1,670",$1,$512,$7,$995,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010011,2016,$0,$111,"$2,584",$0,$851,$9,$541,$0,"$9,081","$2,357",$100,"$18,971",$0,$29,$7,$116,$0,"$1,670",$1,$512,$7,$995,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010012,2014,$0,$61,"$2,353",$0,$777,$17,$492,$0,"$7,029","$2,694",$94,"$15,746",$0,$25,$11,$169,$0,$680,$2,$456,$5,$881,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010012,2015,$0,$96,"$2,720",$0,$677,$20,$488,$0,"$6,609","$3,059",$79,"$16,083",$0,$11,$3,$192,$0,$628,$0,$542,$7,$952,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010012,2016,$0,$96,"$2,720",$0,$677,$20,$488,$0,"$6,609","$3,059",$79,"$16,083",$0,$11,$3,$192,$0,$628,$0,$542,$7,$952,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010016,2014,$0,$28,"$2,901",$0,"$1,061",$25,$566,$0,"$8,265","$2,320",$92,"$18,548",$0,$24,$5,$149,$0,"$1,470",$1,$397,$6,"$1,238",$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010016,2015,$0,$39,"$2,869",$0,"$1,093",$18,$567,$0,"$8,756","$2,712",$104,"$19,523",$0,$35,$3,$168,$0,"$1,546",$5,$446,$4,"$1,159",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010016,2016,$0,$39,"$2,869",$0,"$1,093",$18,$567,$0,"$8,756","$2,712",$104,"$19,523",$0,$35,$3,$168,$0,"$1,546",$5,$446,$4,"$1,159",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010019,2014,$0,$43,"$2,855",$2,$916,$17,$425,$0,"$7,575","$3,098",$90,"$17,904",$0,$23,$0,$167,$0,"$1,101",$2,$463,$5,"$1,121",$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010019,2015,$0,$33,"$2,665",$1,$987,$23,$476,$0,"$7,758","$3,532",$82,"$18,306",$0,$18,$0,$186,$0,"$1,124",$0,$448,$8,$964,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010019,2016,$0,$33,"$2,665",$1,$987,$23,$476,$0,"$7,758","$3,532",$82,"$18,306",$0,$18,$0,$186,$0,"$1,124",$0,$448,$8,$964,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010021,2014,$0,$27,"$2,142",$2,$681,$8,$441,$0,"$7,737","$2,865",$75,"$16,336",$0,$13,$9,$246,$0,$926,$5,$344,$6,$810,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010021,2015,$0,$17,"$2,399",$0,$719,$8,$351,$0,"$7,256","$2,885",$107,"$16,158",$0,$16,$22,$272,$0,$836,$8,$390,$2,$872,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010021,2016,$0,$17,"$2,399",$0,$719,$8,$351,$0,"$7,256","$2,885",$107,"$16,158",$0,$16,$22,$272,$0,$836,$8,$390,$2,$872,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010022,2014,$0,$25,"$1,799",$0,$773,$26,$263,$0,"$5,338","$1,933",$75,"$11,912",$0,$9,$0,$199,$0,$458,$0,$307,$12,$696,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010022,2015,$0,$106,"$2,585",$0,$535,$1,$213,$0,"$5,383","$1,735",$63,"$12,387",$0,$6,$0,$187,$0,$411,$0,$469,$4,$689,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010022,2016,$0,$106,"$2,585",$0,$535,$1,$213,$0,"$5,383","$1,735",$63,"$12,387",$0,$6,$0,$187,$0,$411,$0,$469,$4,$689,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010023,2014,$0,$142,"$3,758",$0,$920,$9,$496,$0,"$10,030","$2,360",$208,"$21,601",$0,$21,$22,$129,$0,"$1,642",$2,$777,$12,"$1,073",$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010023,2015,$0,$175,"$3,751",$0,$928,$12,$565,$0,"$10,173","$2,278",$208,"$21,798",$0,$35,$14,$108,$0,"$1,611",$1,$877,$13,"$1,049",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010023,2016,$0,$175,"$3,751",$0,$928,$12,$565,$0,"$10,173","$2,278",$208,"$21,798",$0,$35,$14,$108,$0,"$1,611",$1,$877,$13,"$1,049",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010024,2014,$0,$118,"$3,743",$0,$826,$14,$540,$0,"$8,953","$2,452",$138,"$20,067",$0,$13,$2,$119,$0,"$1,457",$1,$632,$7,"$1,054",$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010024,2015,$0,$114,"$4,101",$0,$895,$11,$566,$0,"$9,514","$2,492",$138,"$21,250",$0,$27,$7,$103,$0,"$1,463",$2,$766,$13,"$1,038",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010024,2016,$0,$114,"$4,101",$0,$895,$11,$566,$0,"$9,514","$2,492",$138,"$21,250",$0,$27,$7,$103,$0,"$1,463",$2,$766,$13,"$1,038",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010029,2014,$0,$63,"$1,767",$0,$886,$7,$381,$0,"$9,544","$1,714",$124,"$17,597",$0,$33,$7,$172,$0,"$1,441",$1,$689,$8,$760,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010029,2015,$0,$60,"$1,754",$0,$786,$16,$428,$0,"$8,716","$1,852",$111,"$16,620",$0,$31,$5,$177,$0,"$1,252",$1,$682,$10,$739,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010029,2016,$0,$60,"$1,754",$0,$786,$16,$428,$0,"$8,716","$1,852",$111,"$16,620",$0,$31,$5,$177,$0,"$1,252",$1,$682,$10,$739,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010032,2014,$0,$8,"$1,324",$0,$856,$81,$290,$0,"$5,376","$1,919",$80,"$11,640",$0,$16,$0,$152,$0,$436,$0,$359,$4,$739,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010032,2015,$0,$34,"$1,202",$0,$977,$33,$381,$0,"$5,220","$1,508",$126,"$10,973",$0,$9,$0,$118,$0,$289,$0,$511,$8,$557,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010032,2016,$0,$34,"$1,202",$0,$977,$33,$381,$0,"$5,220","$1,508",$126,"$10,973",$0,$9,$0,$118,$0,$289,$0,$511,$8,$557,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010033,2014,$0,$116,"$3,448",$1,$769,$12,$389,$0,"$11,494","$1,174",$243,"$21,535",$0,$64,$10,$108,$0,"$1,796",$1,$841,$17,"$1,052",$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010033,2015,$0,$150,"$3,490",$0,$895,$9,$588,$0,"$12,328","$1,478",$266,"$23,466",$0,$75,$16,$118,$0,"$1,926",$2,"$1,072",$16,"$1,037",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010033,2016,$0,$150,"$3,490",$0,$895,$9,$588,$0,"$12,328","$1,478",$266,"$23,466",$0,$75,$16,$118,$0,"$1,926",$2,"$1,072",$16,"$1,037",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010034,2014,$0,$17,"$1,929",$0,$762,$17,$363,$0,"$6,603","$2,778",$89,"$14,825",$0,$14,$22,$180,$0,$855,$3,$392,$6,$795,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010034,2015,$0,$28,"$1,802",$16,$723,$7,$328,$0,"$6,432","$2,195",$68,"$14,024",$0,$12,$6,$356,$0,$886,$1,$465,$11,$688,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010034,2016,$0,$28,"$1,802",$16,$723,$7,$328,$0,"$6,432","$2,195",$68,"$14,024",$0,$12,$6,$356,$0,$886,$1,$465,$11,$688,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010035,2014,$0,$35,"$2,229",$2,$937,$13,$534,$0,"$7,857","$3,621",$114,"$17,934",$0,$26,$2,$222,$0,$850,$2,$538,$8,$943,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010035,2015,$0,$30,"$1,875",$0,$910,$24,$497,$0,"$7,773","$3,509",$125,"$17,362",$0,$27,$2,$177,$0,$891,$2,$499,$10,"$1,010",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010035,2016,$0,$30,"$1,875",$0,$910,$24,$497,$0,"$7,773","$3,509",$125,"$17,362",$0,$27,$2,$177,$0,$891,$2,$499,$10,"$1,010",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010036,2014,$0,$35,"$1,157",$0,"$1,225",$13,$354,$0,"$6,949","$2,548",$80,"$14,782",$0,$14,$0,$223,$0,$923,$0,$434,$5,$822,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010036,2015,$0,$38,"$1,667",$1,"$1,106",$17,$381,$0,"$6,417","$2,402",$114,"$14,477",$0,$14,$0,$127,$0,$836,$1,$446,$7,$900,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010036,2016,$0,$38,"$1,667",$1,"$1,106",$17,$381,$0,"$6,417","$2,402",$114,"$14,477",$0,$14,$0,$127,$0,$836,$1,$446,$7,$900,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010038,2014,$0,$12,"$2,211",$0,$937,$6,$393,$0,"$7,384","$2,218",$78,"$15,890",$0,$23,$0,$153,$0,"$1,035",$1,$475,$8,$955,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010038,2015,$0,$41,"$2,335",$1,$822,$21,$425,$0,"$6,975","$1,850",$58,"$14,979",$0,$14,$0,$136,$0,$912,$3,$528,$3,$854,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010038,2016,$0,$41,"$2,335",$1,$822,$21,$425,$0,"$6,975","$1,850",$58,"$14,979",$0,$14,$0,$136,$0,$912,$3,$528,$3,$854,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010039,2014,$0,$139,"$3,012",$0,$892,$13,$500,$0,"$10,786","$2,856",$139,"$22,157",$0,$21,$6,$96,$0,"$1,926",$2,$586,$11,"$1,172",$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010039,2015,$0,$135,"$2,825",$1,$831,$10,$648,$0,"$10,343","$2,726",$145,"$21,410",$0,$33,$13,$126,$0,"$1,806",$2,$620,$9,"$1,137",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010039,2016,$0,$135,"$2,825",$1,$831,$10,$648,$0,"$10,343","$2,726",$145,"$21,410",$0,$33,$13,$126,$0,"$1,806",$2,$620,$9,"$1,137",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010040,2014,$0,$55,"$3,564",$3,$912,$19,$495,$0,"$8,830","$2,135",$126,"$19,363",$0,$19,$2,$172,$0,"$1,507",$0,$426,$10,"$1,089",$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010040,2015,$0,$68,"$3,200",$2,$890,$18,$473,$0,"$8,618","$2,432",$113,"$18,857",$0,$20,$2,$165,$0,"$1,438",$3,$422,$7,$985,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010040,2016,$0,$68,"$3,200",$2,$890,$18,$473,$0,"$8,618","$2,432",$113,"$18,857",$0,$20,$2,$165,$0,"$1,438",$3,$422,$7,$985,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010044,2014,$0,$11,$906,$0,"$1,115",$27,$369,$0,"$5,950","$1,659",$151,"$11,784",$0,$14,$0,$192,$0,$439,$0,$357,$12,$583,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010044,2015,$0,$10,"$1,666",$0,"$1,198",$4,$451,$0,"$5,700","$2,341",$94,"$13,153",$0,$13,$0,$86,$0,$453,$0,$422,$8,$706,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010044,2016,$0,$10,"$1,666",$0,"$1,198",$4,$451,$0,"$5,700","$2,341",$94,"$13,153",$0,$13,$0,$86,$0,$453,$0,$422,$8,$706,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010045,2014,$0,$21,"$1,183",$0,$981,$53,$371,$0,"$5,924","$2,181",$95,"$12,374",$0,$17,$0,$35,$0,$531,$1,$318,$11,$651,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010045,2015,$0,$23,"$2,033",$0,"$1,006",$8,$396,$0,"$5,577","$2,524",$114,"$13,801",$0,$16,$0,$52,$0,$491,$0,$706,$10,$844,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010045,2016,$0,$23,"$2,033",$0,"$1,006",$8,$396,$0,"$5,577","$2,524",$114,"$13,801",$0,$16,$0,$52,$0,$491,$0,$706,$10,$844,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010046,2014,$0,$50,"$2,952",$4,$830,$12,$439,$0,"$8,687","$2,127",$108,"$18,752",$0,$17,$2,$178,$0,"$1,504",$1,$647,$6,"$1,186",$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010046,2015,$0,$59,"$3,148",$7,$949,$10,$434,$0,"$8,423","$2,665",$99,"$19,295",$0,$23,$0,$159,$0,"$1,511",$2,$646,$8,"$1,152",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010046,2016,$0,$59,"$3,148",$7,$949,$10,$434,$0,"$8,423","$2,665",$99,"$19,295",$0,$23,$0,$159,$0,"$1,511",$2,$646,$8,"$1,152",$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010047,2014,$0,$92,$708,$0,$792,$0,$138,$0,"$4,962","$1,956",$89,"$10,497",$0,$7,$0,$288,$0,$334,$0,$690,$7,$433,$0,$76,"$2,567",$2,$885,$16,$442,$0,"$8,745","$2,313",$130,"$18,344",$0,$30,$5,$152,$0,"$1,445",$2,$527,$9,$997
010047,2015,$0,$37,"$1,220",$0,$675,$24,$141,$0,"$4,590","$2,124",$62,"$10,488",$0,$11,$0,$230,$0,$340,$0,$550,$6,$477,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
010047,2016,$0,$37,"$1,220",$0,$675,$24,$141,$0,"$4,590","$2,124",$62,"$10,488",$0,$11,$0,$230,$0,$340,$0,$550,$6,$477,$0,$85,"$2,607",$1,$898,$14,$492,$0,"$8,723","$2,437",$124,"$18,597",$0,$32,$6,$141,$0,"$1,435",$2,$596,$9,$995
