ProviderId,DataYear,PAYM_30_AMI_Payment,PAYM_30_HF_Payment,PAYM_30_PN_Payment,PAYM_30_AMI_LowerEstimate,PAYM_30_HF_LowerEstimate,PAYM_30_PN_LowerEstimate,PAYM_30_AMI_HigherEstimate,PAYM_30_HF_HigherEstimate,PAYM_30_PN_HigherEstimate,PAYM_30_AMI_Denominator,PAYM_30_HF_Denominator,PAYM_30_PN_Denominator,PAYM_30_AMI_NationalComparisonCategory,PAYM_30_HF_NationalComparisonCategory,PAYM_30_PN_NationalComparisonCategory
370007,2015,Not Available,Not Available,"$12,884",Not Available,Not Available,"$10,777",Not Available,Not Available,"$15,034",Not Available,Not Available,41,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
260097,2015,Not Available,"$13,835","$13,518",Not Available,"$12,246","$12,285",Not Available,"$15,577","$14,697",Not Available,91,171,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
260102,2015,Not Available,Not Available,"$14,603",Not Available,Not Available,"$12,028",Not Available,Not Available,"$16,965",Not Available,Not Available,26,Not Available,Number of Cases Too Small,No Different than the National Average Payment
260105,2016,"$21,749","$15,144","$15,131","$19,337","$13,790","$13,622","$24,546","$16,687","$16,721",66,158,107,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260108,2014,22837,NULL,NULL,21634,NULL,NULL,24110,NULL,NULL,609,NULL,NULL,Greater than the National Average Payment,NULL,NULL
260119,2016,"$26,106","$15,417","$13,933","$23,847","$14,467","$13,148","$28,597","$16,462","$14,724",193,433,504,Greater than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
260137,2016,"$22,332","$15,202","$13,828","$21,025","$14,237","$13,055","$23,742","$16,207","$14,547",495,409,528,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
260138,2014,22780,NULL,NULL,21098,NULL,NULL,24477,NULL,NULL,305,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260141,2014,21522,NULL,NULL,19536,NULL,NULL,23606,NULL,NULL,160,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260160,2015,Not Available,"$14,613","$13,749",Not Available,"$13,038","$12,531",Not Available,"$16,465","$14,970",Not Available,93,178,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
260163,2014,20883,NULL,NULL,18283,NULL,NULL,24110,NULL,NULL,54,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260175,2014,18621,NULL,NULL,16136,NULL,NULL,21541,NULL,NULL,31,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260176,2015,"$25,037","$15,764","$15,342","$22,409","$14,158","$14,087","$27,991","$17,425","$16,600",118,137,202,Greater than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260180,2015,"$24,944","$17,098","$16,198","$22,920","$16,116","$15,059","$27,215","$18,073","$17,357",258,550,284,Greater than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
260186,2014,22055,NULL,NULL,20491,NULL,NULL,23892,NULL,NULL,287,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260190,2016,"$22,904","$16,069","$14,816","$20,261","$14,369","$13,263","$25,683","$18,006","$16,422",77,108,109,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260191,2014,22588,NULL,NULL,20201,NULL,NULL,25204,NULL,NULL,102,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260193,2014,18862,NULL,NULL,17087,NULL,NULL,20935,NULL,NULL,112,NULL,NULL,Less than the National Average Payment,NULL,NULL
260200,2014,21920,NULL,NULL,19946,NULL,NULL,24129,NULL,NULL,146,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260209,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
260210,2015,Not Available,"$16,870","$15,104",Not Available,"$14,454","$13,636",Not Available,"$19,385","$16,549",Not Available,46,135,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
260214,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
260219,2015,"$21,647","$15,306","$15,609","$19,003","$13,412","$14,067","$24,586","$17,396","$17,210",55,79,127,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260227,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small
260229,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small
26023F,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
261303,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
261306,2015,Not Available,Not Available,"$15,782",Not Available,Not Available,"$13,489",Not Available,Not Available,"$18,133",Not Available,Not Available,47,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
261307,2016,Not Available,"$16,176","$15,446",Not Available,"$14,388","$13,697",Not Available,"$18,090","$17,060",Not Available,99,106,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361324,2015,Not Available,"$14,764","$14,631",Not Available,"$12,927","$12,914",Not Available,"$16,925","$16,282",Not Available,68,102,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361325,2015,Not Available,"$14,552","$13,544",Not Available,"$12,398","$12,114",Not Available,"$17,159","$14,996",Not Available,35,106,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361327,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small
361328,2016,Not Available,"$14,408","$15,511",Not Available,"$12,527","$13,783",Not Available,"$16,607","$17,247",Not Available,49,91,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361329,2016,Not Available,"$14,894","$14,711",Not Available,"$12,837","$12,811",Not Available,"$17,322","$16,637",Not Available,35,68,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361330,2016,Not Available,"$18,875","$16,492",Not Available,"$16,225","$14,310",Not Available,"$22,041","$18,510",Not Available,32,68,Number of Cases Too Small,Greater than the National Average Payment,No Different than the National Average Payment
361332,2016,Not Available,"$14,366","$14,321",Not Available,"$12,666","$12,955",Not Available,"$16,369","$15,696",Not Available,79,158,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361334,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
370001,2014,19144,NULL,NULL,18010,NULL,NULL,20299,NULL,NULL,421,NULL,NULL,Less than the National Average Payment,NULL,NULL
370002,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
370006,2016,"$21,549","$13,330","$13,746","$18,650","$12,171","$12,414","$24,792","$14,679","$15,075",34,163,149,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
370007,2016,Not Available,"$15,377","$13,603",Not Available,"$13,057","$11,276",Not Available,"$18,070","$15,849",Not Available,30,36,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
370008,2016,"$20,182","$15,011","$14,978","$18,759","$14,170","$14,239","$21,726","$15,888","$15,752",261,518,668,Less than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
370011,2015,Not Available,Not Available,"$13,750",Not Available,Not Available,"$11,929",Not Available,Not Available,"$15,503",Not Available,Not Available,70,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
370013,2015,"$21,510","$18,034","$16,230","$18,511","$16,369","$15,365","$25,108","$20,080","$17,003",26,141,613,No Different than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
370015,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
370016,2014,20593,NULL,NULL,18144,NULL,NULL,23207,NULL,NULL,67,NULL,NULL,No Different than the National Average Payment,NULL,NULL
370020,2015,"$21,900","$14,161","$14,156","$18,946","$12,690","$12,558","$25,382","$15,997","$15,712",35,98,95,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
370022,2016,"$22,647","$14,322","$15,283","$19,710","$13,142","$14,026","$25,981","$15,622","$16,515",37,200,223,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
370023,2016,"$22,214","$15,445","$13,316","$19,311","$13,990","$12,366","$25,703","$16,967","$14,317",25,161,283,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
370025,2016,"$24,192","$16,111","$18,814","$22,131","$15,063","$17,664","$26,484","$17,222","$19,972",199,351,431,No Different than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
370028,2014,23450,NULL,NULL,22088,NULL,NULL,24912,NULL,NULL,472,NULL,NULL,Greater than the National Average Payment,NULL,NULL
370029,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
370032,2014,22816,NULL,NULL,20302,NULL,NULL,25464,NULL,NULL,101,NULL,NULL,No Different than the National Average Payment,NULL,NULL
370034,2014,21021,NULL,NULL,18548,NULL,NULL,24037,NULL,NULL,63,NULL,NULL,No Different than the National Average Payment,NULL,NULL
370037,2015,"$23,802","$15,406","$14,492","$21,911","$14,307","$13,567","$25,913","$16,568","$15,407",228,300,338,Greater than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
370040,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
370023,2015,Not Available,"$13,354","$13,335",Not Available,"$12,168","$12,393",Not Available,"$14,675","$14,288",Not Available,166,301,Number of Cases Too Small,Less than the National Average Payment,Less than the National Average Payment
370026,2014,21899,NULL,NULL,19242,NULL,NULL,24696,NULL,NULL,73,NULL,NULL,No Different than the National Average Payment,NULL,NULL
370029,2016,Not Available,"$15,881","$15,020",Not Available,"$14,010","$13,494",Not Available,"$18,017","$16,509",Not Available,74,136,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
370030,2016,Not Available,"$15,461","$13,203",Not Available,"$13,613","$11,480",Not Available,"$17,594","$14,978",Not Available,70,74,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
